,Data,Category,Ativos,ANR,Falhas,Instalações,fiveStars,fourStars,threeStars,twoStars,oneStar,total,score,App,Aquisição de Usuários,Nota Média,Desinstalações,Visualizações,Instalações Unicas,Conversão,ViewsNaoOrganica,InstalacoesNaoOrganicas,ConversaoNaoOrganica,ViewsOrganicas,InstalacoesOrganicas,ConversaOrganica,position
256,12/02/2020,MAPS_AND_NAVIGATION,22057095,29187,1469,191640,1061585,115326,47529,23197,83064,1330701,4.54,99 Passageiro - Motorista Particular e Táxi,62688,4.59,135404,395611,58458,14.8,183067,19818,10.8,212457,38594,18.2,1
257,13/02/2020,MAPS_AND_NAVIGATION,21985478,49314,1586,395149,1064444,115535,47639,22946,81989,1332553,4.544,99 Passageiro - Motorista Particular e Táxi,61801,4.59,379606,395650,56946,14.4,187123,19496,10.4,208433,37397,17.9,1
258,14/02/2020,MAPS_AND_NAVIGATION,22095058,62397,2151,298176,1066987,115771,47557,22814,81227,1334356,4.547,99 Passageiro - Motorista Particular e Táxi,68405,4.59,136698,412671,63005,15.3,194275,20554,10.6,218291,42401,19.4,1
259,15/02/2020,MAPS_AND_NAVIGATION,22153179,35024,1463,258835,1069526,115964,47323,22793,80559,1336165,4.55,99 Passageiro - Motorista Particular e Táxi,80987,4.62,142198,408251,74653,18.3,179699,22447,12.5,228422,52143,22.8,1
260,16/02/2020,MAPS_AND_NAVIGATION,22139226,54847,1704,209428,1072291,116279,47227,22508,79850,1338155,4.553,99 Passageiro - Motorista Particular e Táxi,70791,4.62,169235,382986,65241,17.0,169077,19821,11.7,213801,45365,21.2,1
261,17/02/2020,MAPS_AND_NAVIGATION,22109745,45907,1651,201246,1076754,116015,46817,22259,78029,1339874,4.561,99 Passageiro - Motorista Particular e Táxi,63580,4.58,157622,370018,58292,15.8,155454,18200,11.7,214457,40036,18.7,1
262,18/02/2020,MAPS_AND_NAVIGATION,22106635,65794,1892,196108,1079038,115957,46786,22233,77666,1341680,4.563,99 Passageiro - Motorista Particular e Táxi,60438,4.57,137951,367215,55589,15.1,153862,16532,10.7,213246,39005,18.3,1
263,19/02/2020,MAPS_AND_NAVIGATION,22157752,38292,1577,199698,1081720,115962,46610,22100,77034,1343426,4.566,99 Passageiro - Motorista Particular e Táxi,60680,4.55,131378,370287,56173,15.2,155085,17994,11.6,215098,38127,17.7,1
264,20/02/2020,MAPS_AND_NAVIGATION,22215138,49571,1804,204254,1083815,115969,46588,22129,76599,1345100,4.567,99 Passageiro - Motorista Particular e Táxi,61845,4.58,140507,328104,56635,17.3,128500,17285,13.5,199494,39290,19.7,1
265,21/02/2020,MAPS_AND_NAVIGATION,22305619,45747,1874,236765,1085681,116075,46450,22241,76413,1346860,4.568,99 Passageiro - Motorista Particular e Táxi,73076,4.55,135018,378242,67351,17.8,146972,20133,13.7,231164,47168,20.4,1
266,22/02/2020,MAPS_AND_NAVIGATION,22359134,80308,2016,246940,1087603,116052,46238,22290,76390,1348573,4.569,99 Passageiro - Motorista Particular e Táxi,81017,4.59,160227,443416,74820,16.9,178369,20858,11.7,264943,53909,20.3,1
267,23/02/2020,MAPS_AND_NAVIGATION,22399527,62863,1737,209932,1088916,116327,46080,22287,76664,1350274,4.569,99 Passageiro - Motorista Particular e Táxi,74290,4.57,138776,530632,68843,13.0,198596,19309,9.7,331935,49485,14.9,1
268,24/02/2020,MAPS_AND_NAVIGATION,22435642,47397,1789,192782,1090941,116044,45705,22346,76741,1351777,4.57,99 Passageiro - Motorista Particular e Táxi,66187,4.54,126499,425480,60753,14.3,148408,16967,11.4,276976,43742,15.8,1
269,25/02/2020,MAPS_AND_NAVIGATION,22443438,42325,1468,179146,1091960,116153,45748,22366,76812,1353039,4.57,99 Passageiro - Motorista Particular e Táxi,59686,4.54,136853,359556,54832,15.2,139446,15958,11.4,220028,38842,17.7,1
270,26/02/2020,MAPS_AND_NAVIGATION,22428140,30824,1309,184207,1093067,116215,45681,22354,77055,1354372,4.57,99 Passageiro - Motorista Particular e Táxi,56643,4.5,158988,336205,51495,15.3,130294,15977,12.3,205822,35479,17.2,1
271,27/02/2020,MAPS_AND_NAVIGATION,22417985,45566,1513,182222,1094207,116336,45729,22377,77136,1355785,4.57,99 Passageiro - Motorista Particular e Táxi,52626,4.61,150755,267684,47439,17.7,95276,13878,14.6,172331,33524,19.5,1
272,28/02/2020,MAPS_AND_NAVIGATION,22440940,65926,1628,200453,1095746,116479,45864,22309,76946,1357344,4.571,99 Passageiro - Motorista Particular e Táxi,57787,4.6,133490,251967,51848,20.6,85898,14425,16.8,165978,37379,22.5,1
273,29/02/2020,MAPS_AND_NAVIGATION,22485966,49566,1652,216365,1097811,116075,45950,22337,76861,1359034,4.571,99 Passageiro - Motorista Particular e Táxi,64973,4.59,125900,271056,58457,21.6,93003,15709,16.9,177918,42684,24.0,1
274,01/03/2020,MAPS_AND_NAVIGATION,22480258,32096,1109,186770,1100430,115825,45623,22259,76645,1360782,4.573,99 Passageiro - Motorista Particular e Táxi,59875,4.59,155640,287510,54620,19.0,99829,15609,15.6,187569,38960,20.8,1
275,02/03/2020,MAPS_AND_NAVIGATION,22504651,30626,1347,198430,1102185,115857,45556,22286,76472,1362356,4.574,99 Passageiro - Motorista Particular e Táxi,59112,4.58,132439,235970,53115,22.5,83292,14646,17.6,152567,38422,25.2,1
276,03/03/2020,MAPS_AND_NAVIGATION,22529933,35608,1451,187129,1103473,115993,45609,22312,76562,1363949,4.574,99 Passageiro - Motorista Particular e Táxi,55699,4.53,121022,217696,50175,23.0,79002,13891,17.6,138584,36227,26.1,1
277,04/03/2020,MAPS_AND_NAVIGATION,22522351,36190,3195,183689,1105180,115899,45632,22384,76455,1365550,4.575,99 Passageiro - Motorista Particular e Táxi,53670,4.52,151166,221252,48848,22.1,85873,14066,16.4,135279,34735,25.7,1
278,05/03/2020,MAPS_AND_NAVIGATION,22521779,41400,6928,207028,1107417,115707,45686,22316,76496,1367622,4.576,99 Passageiro - Motorista Particular e Táxi,61922,4.61,164753,266411,56243,21.1,100083,15300,15.3,166205,40887,24.6,1
279,06/03/2020,MAPS_AND_NAVIGATION,22570308,78837,9449,232224,1108559,115778,45620,22298,76663,1368918,4.576,99 Passageiro - Motorista Particular e Táxi,68582,4.61,137296,277375,62784,22.6,110957,17103,15.4,166315,45635,27.4,1
280,07/03/2020,MAPS_AND_NAVIGATION,22655837,46074,6807,279410,1110504,115937,45583,22219,76468,1370711,4.577,99 Passageiro - Motorista Particular e Táxi,86860,4.56,141951,351320,79299,22.6,147087,20847,14.2,204117,58395,28.6,1
281,08/03/2020,MAPS_AND_NAVIGATION,22661345,116603,3827,226785,1112583,115986,45557,22281,76243,1372650,4.578,99 Passageiro - Motorista Particular e Táxi,71967,4.54,180948,290196,65420,22.5,123211,18536,15.0,166848,46812,28.1,1
282,09/03/2020,MAPS_AND_NAVIGATION,22714229,69770,2554,216723,1114135,116032,45699,22271,76323,1374460,4.578,99 Passageiro - Motorista Particular e Táxi,63682,4.56,160186,307599,58357,19.0,139913,20225,14.5,167541,38057,22.7,1
283,10/03/2020,MAPS_AND_NAVIGATION,22703330,48568,1803,202518,1115897,116116,45542,22198,76493,1376246,4.579,99 Passageiro - Motorista Particular e Táxi,59715,4.48,132511,263846,54446,20.6,118128,18925,16.0,145580,35448,24.3,1
284,11/03/2020,MAPS_AND_NAVIGATION,22761091,46084,1535,197777,1117248,116257,45597,22225,76586,1377913,4.579,99 Passageiro - Motorista Particular e Táxi,59642,4.48,141561,318156,55685,17.5,167980,21554,12.8,150027,34060,22.7,1
285,12/03/2020,MAPS_AND_NAVIGATION,22789860,115977,1793,199345,1118710,116563,45597,22075,76678,1379623,4.579,99 Passageiro - Motorista Particular e Táxi,62529,4.48,127861,383167,58941,15.4,219243,23233,10.6,163798,35639,21.8,1
286,13/03/2020,MAPS_AND_NAVIGATION,22842893,137162,1910,226987,1120064,116790,45319,22137,76970,1381280,4.579,99 Passageiro - Motorista Particular e Táxi,72992,4.45,132767,482498,69226,14.3,282644,26727,9.5,199733,42436,21.2,1
287,14/03/2020,MAPS_AND_NAVIGATION,22863700,108703,1603,262514,1120955,117003,45271,22093,77503,1382825,4.578,99 Passageiro - Motorista Particular e Táxi,90866,4.42,147269,555309,85302,15.4,312897,30946,9.9,242282,54298,22.4,1
288,15/03/2020,MAPS_AND_NAVIGATION,22871254,113268,1459,212299,1122014,117027,45253,22054,77978,1384326,4.577,99 Passageiro - Motorista Particular e Táxi,76647,4.53,165956,491049,71280,14.5,266616,27180,10.2,224327,44047,19.6,1
289,16/03/2020,MAPS_AND_NAVIGATION,22880165,65622,1342,203789,1121946,116999,45575,22175,79180,1385875,4.573,99 Passageiro - Motorista Particular e Táxi,69349,4.57,153935,479150,64639,13.5,250655,24578,9.8,228407,40011,17.5,1
290,17/03/2020,MAPS_AND_NAVIGATION,22889395,92915,1265,186507,1122955,116932,45672,22254,79500,1387313,4.573,99 Passageiro - Motorista Particular e Táxi,63496,4.56,136206,492971,59475,12.1,261607,22280,8.5,231273,37155,16.1,1
291,18/03/2020,MAPS_AND_NAVIGATION,22889983,53929,1711,182625,1124165,116789,45571,22434,79745,1388704,4.572,99 Passageiro - Motorista Particular e Táxi,59262,4.51,140790,500788,55771,11.1,282416,21290,7.5,218297,34444,15.8,1
292,19/03/2020,MAPS_AND_NAVIGATION,22854875,41984,1114,184669,1125184,116895,45613,22455,79818,1389965,4.572,99 Passageiro - Motorista Particular e Táxi,58951,4.54,178830,535473,55196,10.3,288624,20556,7.1,246773,34609,14.0,1
293,20/03/2020,MAPS_AND_NAVIGATION,22808444,66866,1241,173108,1125825,117017,45666,22431,80217,1391156,4.571,99 Passageiro - Motorista Particular e Táxi,42071,4.62,180838,231674,36779,15.9,101642,7399,7.3,129903,29315,22.6,1
294,21/03/2020,MAPS_AND_NAVIGATION,22735889,72604,1141,142519,1125899,117614,45773,22605,80419,1392310,4.57,99 Passageiro - Motorista Particular e Táxi,32618,4.61,181946,92162,28411,30.8,33176,6045,18.2,58880,22307,37.9,1
295,22/03/2020,MAPS_AND_NAVIGATION,22629422,37232,759,122039,1126713,117798,45788,22607,80463,1393369,4.57,99 Passageiro - Motorista Particular e Táxi,24614,4.55,201189,88470,21596,24.4,38014,4762,12.5,50382,16793,33.3,1
296,23/03/2020,MAPS_AND_NAVIGATION,22534456,31350,866,130531,1127373,118141,46024,22631,79991,1394160,4.571,99 Passageiro - Motorista Particular e Táxi,25437,4.65,194294,97163,22523,23.2,43807,5663,12.9,53298,16834,31.6,1
297,24/03/2020,MAPS_AND_NAVIGATION,22461130,39997,998,139767,1127785,118239,46184,22700,80010,1394918,4.571,99 Passageiro - Motorista Particular e Táxi,22159,4.59,180464,105164,19526,18.6,52233,4582,8.8,52860,14913,28.2,1
298,25/03/2020,MAPS_AND_NAVIGATION,22401151,81130,1156,147894,1128467,118373,46167,22707,79932,1395646,4.571,99 Passageiro - Motorista Particular e Táxi,22616,4.57,173587,115282,20280,17.6,62153,5622,9.0,53075,14639,27.6,1
299,26/03/2020,MAPS_AND_NAVIGATION,22340159,43147,1036,138774,1129000,118429,46189,22718,79970,1396306,4.571,99 Passageiro - Motorista Particular e Táxi,22347,4.59,166236,98482,19889,20.2,48668,4843,10.0,49726,15000,30.2,1
300,27/03/2020,MAPS_AND_NAVIGATION,22282551,38934,1170,151272,1129517,118565,46314,22776,79862,1397034,4.571,99 Passageiro - Motorista Particular e Táxi,24317,4.62,173280,99550,21781,21.9,46314,5187,11.2,53168,16558,31.1,1
301,28/03/2020,MAPS_AND_NAVIGATION,22238801,54538,975,150472,1130178,118634,46341,22789,79909,1397851,4.571,99 Passageiro - Motorista Particular e Táxi,25330,4.64,160404,91359,22639,24.8,38924,4626,11.9,52370,17987,34.3,1
302,29/03/2020,MAPS_AND_NAVIGATION,22159223,32337,754,117706,1130654,118792,46330,22859,80017,1398652,4.571,99 Passageiro - Motorista Particular e Táxi,24251,4.59,169870,93930,22046,23.5,43110,5024,11.7,50750,16987,33.5,1
303,30/03/2020,MAPS_AND_NAVIGATION,22076830,27512,806,124460,1131328,118777,46453,22910,79987,1399455,4.571,99 Passageiro - Motorista Particular e Táxi,25909,4.53,175759,96917,23342,24.1,41452,5186,12.5,55372,18119,32.7,1
304,31/03/2020,MAPS_AND_NAVIGATION,22026564,42855,876,119649,1131978,118761,46513,22915,80070,1400237,4.571,99 Passageiro - Motorista Particular e Táxi,25363,4.59,138715,84771,22760,26.8,32767,4758,14.5,51941,17978,34.6,1
305,01/04/2020,MAPS_AND_NAVIGATION,21977592,43758,1481,119702,1132601,118827,46539,22928,80114,1401009,4.571,99 Passageiro - Motorista Particular e Táxi,25681,4.63,136977,92319,23182,25.1,42356,6307,14.9,49894,16844,33.8,1
306,02/04/2020,MAPS_AND_NAVIGATION,21936683,53219,3691,119285,1132988,119084,46662,22890,80215,1401839,4.571,99 Passageiro - Motorista Particular e Táxi,25610,4.62,129119,101605,23109,22.7,48440,6256,12.9,53095,16826,31.7,1
307,03/04/2020,MAPS_AND_NAVIGATION,21874288,45853,3371,161802,1133656,119154,46690,22903,80262,1402665,4.571,99 Passageiro - Motorista Particular e Táxi,28283,4.59,184545,109366,25607,23.4,50994,6656,13.1,58295,18915,32.4,1
308,04/04/2020,MAPS_AND_NAVIGATION,21835869,25173,1950,169877,1134282,119305,46722,22889,80289,1403487,4.571,99 Passageiro - Motorista Particular e Táxi,29104,4.66,171510,96249,26273,27.3,41515,6616,15.9,54634,19603,35.9,1
309,05/04/2020,MAPS_AND_NAVIGATION,21756271,32055,1425,149890,1135538,119079,46736,22836,80185,1404374,4.571,99 Passageiro - Motorista Particular e Táxi,25968,4.57,197292,106243,23657,22.3,53002,6830,12.9,53161,16795,31.6,1
310,06/04/2020,MAPS_AND_NAVIGATION,21721896,31501,1285,184099,1136413,119079,46815,22820,80008,1405135,4.572,99 Passageiro - Motorista Particular e Táxi,33743,4.62,183124,144147,30828,21.4,66533,7272,10.9,77524,23517,30.3,1
311,07/04/2020,MAPS_AND_NAVIGATION,21626268,65563,1362,169468,1137173,119216,46840,22838,80039,1406106,4.572,99 Passageiro - Motorista Particular e Táxi,36965,4.69,228988,126416,33283,26.3,38032,6234,16.4,88311,27012,30.6,1
312,08/04/2020,MAPS_AND_NAVIGATION,21544929,25870,1122,150380,1137916,119375,46899,22908,79947,1407045,4.572,99 Passageiro - Motorista Particular e Táxi,33899,4.59,200254,113255,31292,27.6,57396,14744,25.7,55789,16518,29.6,1
313,09/04/2020,MAPS_AND_NAVIGATION,21487366,55056,1320,141987,1139107,119267,46922,22904,79839,1408039,4.573,99 Passageiro - Motorista Particular e Táxi,29767,4.66,167394,96623,27392,28.3,54998,15610,28.4,41532,11735,28.3,1
314,10/04/2020,MAPS_AND_NAVIGATION,21446268,23950,1068,126950,1140187,119169,46925,22921,79757,1408959,4.574,99 Passageiro - Motorista Particular e Táxi,28605,4.61,140173,91794,26839,29.2,56213,16158,28.7,35489,10635,30.0,1
315,11/04/2020,MAPS_AND_NAVIGATION,21387940,64140,1373,127531,1140821,119236,46951,22933,79801,1409742,4.574,99 Passageiro - Motorista Particular e Táxi,28591,4.58,157641,96444,26768,27.8,59929,16008,26.7,36422,10720,29.4,1
316,12/04/2020,MAPS_AND_NAVIGATION,21332340,23046,1000,110530,1141941,119086,46886,22886,79802,1410601,4.574,99 Passageiro - Motorista Particular e Táxi,27043,4.63,143058,82430,25458,30.9,47147,14389,30.5,35201,11020,31.3,1
317,13/04/2020,MAPS_AND_NAVIGATION,21302150,56497,1400,132654,1142641,118983,46969,22897,79887,1411377,4.574,99 Passageiro - Motorista Particular e Táxi,36091,4.65,135273,118459,33644,28.4,51740,12892,24.9,66648,20720,31.1,1
318,14/04/2020,MAPS_AND_NAVIGATION,21276990,37634,1182,133230,1143340,119080,46914,22955,79868,1412157,4.574,99 Passageiro - Motorista Particular e Táxi,37399,4.62,129886,139585,34674,24.8,60062,9320,15.5,79430,25298,31.8,1
319,15/04/2020,MAPS_AND_NAVIGATION,21244154,49158,1313,128506,1144002,119244,46811,23004,79804,1412865,4.575,99 Passageiro - Motorista Particular e Táxi,32647,4.63,131688,107370,29844,27.8,38291,5737,15.0,69024,24078,34.9,1
320,16/04/2020,MAPS_AND_NAVIGATION,21197655,63920,1601,137877,1144646,119318,46943,23045,79685,1413637,4.575,99 Passageiro - Motorista Particular e Táxi,31776,4.64,153886,113771,29084,25.6,49161,6207,12.6,64549,22849,35.4,1
321,17/04/2020,MAPS_AND_NAVIGATION,21170448,78328,1546,163221,1145234,119379,46967,23057,79726,1414363,4.575,99 Passageiro - Motorista Particular e Táxi,33960,4.65,157109,101571,31096,30.6,36944,6053,16.4,64557,25017,38.8,1
322,18/04/2020,MAPS_AND_NAVIGATION,21145446,29477,1164,154634,1145913,119500,47047,23047,79627,1415134,4.575,99 Passageiro - Motorista Particular e Táxi,36211,4.63,148098,110652,33253,30.1,44167,6866,15.5,66380,26339,39.7,1
323,19/04/2020,MAPS_AND_NAVIGATION,21097586,50689,1262,130903,1146865,119575,46999,22958,79546,1415943,4.576,99 Passageiro - Motorista Particular e Táxi,28214,4.65,152396,84459,25829,30.6,34469,5639,16.4,49899,20148,40.4,1
324,20/04/2020,MAPS_AND_NAVIGATION,21055865,35547,1218,154288,1147716,119451,47000,22903,79550,1416620,4.576,99 Passageiro - Motorista Particular e Táxi,31991,4.67,164931,91135,29309,32.2,32607,6059,18.6,58461,23221,39.7,1
325,21/04/2020,MAPS_AND_NAVIGATION,20999048,33683,1334,176951,1148417,119524,47029,22917,79599,1417486,4.576,99 Passageiro - Motorista Particular e Táxi,29596,4.64,198192,89861,27065,30.1,33025,5941,18.0,56748,21077,37.1,1
326,22/04/2020,MAPS_AND_NAVIGATION,21010710,52955,1451,207123,1149493,119205,47014,22970,79533,1418215,4.577,99 Passageiro - Motorista Particular e Táxi,32139,4.61,159969,92163,29243,31.7,33209,6542,19.7,58861,22656,38.5,1
327,23/04/2020,MAPS_AND_NAVIGATION,20991753,100101,1553218,224876,1150334,119274,47053,22980,79402,1419043,4.577,99 Passageiro - Motorista Particular e Táxi,39459,4.35,199228,134688,36300,27.0,53246,8715,16.4,81327,27537,33.9,1
328,24/04/2020,MAPS_AND_NAVIGATION,20971271,157420,1093958,236857,1151369,119394,47306,23015,79402,1420486,4.577,99 Passageiro - Motorista Particular e Táxi,42520,4.43,213272,161627,39237,24.3,75011,9965,13.3,86461,29212,33.8,1
329,25/04/2020,MAPS_AND_NAVIGATION,20939878,95002,217737,171555,1152150,119125,47439,23082,80597,1422393,4.574,99 Passageiro - Motorista Particular e Táxi,38113,4.52,170551,158847,35771,22.5,86567,9632,11.1,72161,26091,36.2,1
330,26/04/2020,MAPS_AND_NAVIGATION,20868930,76733,93797,154484,1151918,119154,47806,23371,81278,1423527,4.571,99 Passageiro - Motorista Particular e Táxi,31672,4.58,197467,136606,29843,21.8,74949,8465,11.3,61550,21320,34.6,1
331,27/04/2020,MAPS_AND_NAVIGATION,20874506,91419,65461,217473,1152105,119304,47908,23417,81695,1424429,4.57,99 Passageiro - Motorista Particular e Táxi,35462,4.61,173068,122122,32570,26.7,56340,8650,15.4,65676,23873,36.3,1
332,28/04/2020,MAPS_AND_NAVIGATION,20874508,38542,13578,171724,1152822,119502,48013,23445,81631,1425413,4.57,99 Passageiro - Motorista Particular e Táxi,35013,4.62,140043,124854,32369,25.9,60016,8682,14.5,64754,23646,36.5,1
333,29/04/2020,MAPS_AND_NAVIGATION,20854280,72081,4331,171675,1153324,119609,48221,23518,81648,1426320,4.57,99 Passageiro - Motorista Particular e Táxi,39531,4.62,159089,173675,37222,21.4,97300,10580,10.9,76283,26599,34.9,1
334,30/04/2020,MAPS_AND_NAVIGATION,20856511,48195,2885,202657,1154190,119722,48272,23499,81610,1427293,4.57,99 Passageiro - Motorista Particular e Táxi,44124,4.64,164280,227210,41869,18.4,139620,12797,9.2,87493,29037,33.2,1
335,01/05/2020,MAPS_AND_NAVIGATION,20835700,89964,2368,157215,1155202,119800,48263,23454,81549,1428268,4.571,99 Passageiro - Motorista Particular e Táxi,35163,4.63,147696,146714,33037,22.5,83563,9902,11.8,63049,23083,36.6,1
336,02/05/2020,MAPS_AND_NAVIGATION,20826858,78442,2158,166520,1156032,120115,48168,23417,81393,1429125,4.572,99 Passageiro - Motorista Particular e Táxi,37547,4.62,142417,136907,35347,25.8,75185,10931,14.5,61648,24385,39.6,1
337,03/05/2020,MAPS_AND_NAVIGATION,20794590,100179,1524,131964,1156578,120219,48210,23438,81576,1430021,4.571,99 Passageiro - Motorista Particular e Táxi,32915,4.63,140389,166656,31459,18.9,104741,10716,10.2,61840,20706,33.5,1
338,04/05/2020,MAPS_AND_NAVIGATION,20779485,82105,1941,157662,1157322,120091,48399,23542,81572,1430926,4.571,99 Passageiro - Motorista Particular e Táxi,37109,4.62,143776,175703,34719,19.8,107681,11611,10.8,67945,23077,34.0,1
339,05/05/2020,MAPS_AND_NAVIGATION,20773280,100981,1986,159628,1158179,120189,48461,23508,81487,1431824,4.571,99 Passageiro - Motorista Particular e Táxi,37937,4.66,136652,174041,35859,20.6,104160,11789,11.3,69777,24013,34.4,1
340,06/05/2020,MAPS_AND_NAVIGATION,20760497,86066,2174,171860,1158950,120269,48493,23524,81541,1432777,4.571,99 Passageiro - Motorista Particular e Táxi,37923,4.63,151646,135143,35154,26.0,70157,10144,14.5,64896,24962,38.5,1
341,07/05/2020,MAPS_AND_NAVIGATION,20753623,92780,1890,196533,1159944,120264,48545,23434,81540,1433727,4.572,99 Passageiro - Motorista Particular e Táxi,37678,4.65,166418,137876,34536,25.0,70751,9700,13.7,67015,24788,37.0,1
