Data,Category,Ativos,ANR,Falhas,Views,Instalações,Visibility,Total Reviews,Rate,fiveStars,fourStars,threeStars,twoStars,oneStar,total,score,poisition,App,Aquisição de Usuários,Nota Média,Desinstalações,Visualizações,Instalações Unicas,Conversão,AIS
2020-04-15,FINANCE,863474,3432,3261,,5735,,,,62903,10522,3706,1615,6513,85259,"4,427",124,Banco Itaú Empresas: Ideal para MEI e conta PJ,1921,"4,26",4295,7624,1773,23.3%,improve 3
2020-04-16,FINANCE,863661,2965,2808,,5201,,,,62966,10450,3705,1615,6583,85319,"4,425",124,Banco Itaú Empresas: Ideal para MEI e conta PJ,1843,"4,37",4076,7285,1731,23.8%,improve 3
2020-04-17,FINANCE,862784,3121,2271,,5825,,,,62994,10455,3707,1616,6586,85358,"4,425",122,Banco Itaú Empresas: Ideal para MEI e conta PJ,1789,"4,29",5174,7048,1650,23.4%,improve 3
2020-04-18,FINANCE,862747,1516,926,,4905,,,,62925,10544,3686,1646,6605,85406,"4,423",124,Banco Itaú Empresas: Ideal para MEI e conta PJ,1170,"4,09",4072,5496,1090,19.8%,improve 3
2020-04-19,FINANCE,861865,856,480,,3275,,,,62881,10527,3684,1665,6671,85428,"4,42",122,Banco Itaú Empresas: Ideal para MEI e conta PJ,878,"4,17",3460,4421,829,18.8%,improve 3
2020-04-20,FINANCE,862848,3517,2503,,5561,,,,62847,10504,3703,1675,6710,85439,"4,417",121,Banco Itaú Empresas: Ideal para MEI e conta PJ,2022,"4,32",3687,7718,1886,24.4%,improve 3
2020-04-21,FINANCE,862958,1562,1255,,3754,,,,62875,10509,3705,1675,6713,85477,"4,417",121,Banco Itaú Empresas: Ideal para MEI e conta PJ,1464,"4,48",2884,6478,1361,21.0%,improve 3
2020-04-22,FINANCE,863481,3511,2235,,4698,,,,62875,10507,3704,1665,6742,85493,"4,417",113,Banco Itaú Empresas: Ideal para MEI e conta PJ,1991,"4,69",3326,7339,1875,25.5%,improve 3
2020-04-23,FINANCE,863714,2829,2028,,4555,,,,62886,10489,3725,1665,6774,85539,"4,415",112,Banco Itaú Empresas: Ideal para MEI e conta PJ,1955,"4,46",3304,7025,1818,25.9%,improve 3
2020-04-24,FINANCE,863672,3237,2231,,4311,,,,62921,10488,3735,1665,6773,85582,"4,415",118,Banco Itaú Empresas: Ideal para MEI e conta PJ,1755,"4,43",3518,6660,1613,24.2%,improve 3
2020-04-25,FINANCE,862834,1396,919,,2678,,,,62981,10466,3724,1665,6772,85608,"4,416",111,Banco Itaú Empresas: Ideal para MEI e conta PJ,996,"4,93",2946,4292,902,21.0%,improve 3
2020-04-26,FINANCE,862199,908,574,,2230,,,,63059,10385,3724,1675,6792,85635,"4,416",121,Banco Itaú Empresas: Ideal para MEI e conta PJ,764,"4,86",2346,3264,720,22.1%,improve 3
2020-04-27,FINANCE,862771,3441,2394,,4936,,,,63118,10383,3723,1654,6770,85648,"4,418",118,Banco Itaú Empresas: Ideal para MEI e conta PJ,2002,"4,68",3353,7210,1886,26.2%,improve 3
2020-04-28,FINANCE,863258,3166,2162,,5039,,,,63132,10397,3724,1655,6773,85681,"4,418",124,Banco Itaú Empresas: Ideal para MEI e conta PJ,1954,"4,6",3499,7070,1844,26.1%,improve 3
2020-04-29,FINANCE,862668,2951,2083,,5749,,,,63147,10416,3724,1665,6762,85714,"4,418",124,Banco Itaú Empresas: Ideal para MEI e conta PJ,1970,"4,5",5068,7201,1801,25.0%,improve 3
2020-04-30,FINANCE,863353,3310,2447,,7568,,,,63211,10395,3693,1675,6772,85746,"4,418",116,Banco Itaú Empresas: Ideal para MEI e conta PJ,1995,"4,17",5225,7826,1836,23.5%,improve 3
2020-05-01,FINANCE,863133,1473,962,,4146,,,,63226,10406,3694,1685,6762,85773,"4,418",115,Banco Itaú Empresas: Ideal para MEI e conta PJ,1040,"4,48",3590,4633,927,20.0%,improve 3
2020-05-02,FINANCE,862086,1444,721,,2992,,,,63304,10303,3683,1685,6821,85796,"4,417",112,Banco Itaú Empresas: Ideal para MEI e conta PJ,818,"4,82",3273,3990,778,19.5%,improve 3
2020-05-03,FINANCE,861045,943,593,,2281,,,,63331,10292,3693,1675,6821,85812,"4,417",114,Banco Itaú Empresas: Ideal para MEI e conta PJ,670,"4,06",2892,3231,624,19.3%,improve 3
2020-05-04,FINANCE,861988,3963,2646,,5312,,,,63372,10282,3693,1665,6811,85823,"4,418",127,Banco Itaú Empresas: Ideal para MEI e conta PJ,2052,"4,29",3585,7431,1902,25.6%,improve 3
2020-05-05,FINANCE,862622,3389,2498,,4989,,,,63390,10284,3693,1675,6812,85854,"4,418",136,Banco Itaú Empresas: Ideal para MEI e conta PJ,2014,"4,08",3139,7644,1862,24.4%,improve 3
2020-05-06,FINANCE,863052,3168,2217,,4735,,,,63417,10288,3695,1676,6815,85891,"4,418",117,Banco Itaú Empresas: Ideal para MEI e conta PJ,1921,"4,03",3346,7132,1810,25.4%,improve 3
2020-05-07,FINANCE,863382,3107,2231,,4529,,,,63425,10286,3684,1655,6874,85924,"4,417",110,Banco Itaú Empresas: Ideal para MEI e conta PJ,1878,"4,35",3283,6501,1665,25.6%,improve 3
2020-05-08,FINANCE,863531,11306,2382,,4323,,,,63412,10255,3714,1655,6924,85960,"4,414",114,Banco Itaú Empresas: Ideal para MEI e conta PJ,1786,"4,37",3075,6501,1665,25.6%,improve 3
2020-05-09,FINANCE,862786,1461,959,,2664,,,,63415,10236,3714,1685,6955,86005,"4,412",111,Banco Itaú Empresas: Ideal para MEI e conta PJ,841,"4,71",2725,3574,765,21.4%,improve 3
2020-05-10,FINANCE,861776,856,508,,2276,,,,63378,10253,3713,1675,7003,86022,"4,41",111,Banco Itaú Empresas: Ideal para MEI e conta PJ,602,"4,85",2605,2517,546,21.7%,improve 3
2020-05-11,FINANCE,862557,3586,2488,,4683,,,,63471,10222,3683,1654,7003,86033,"4,412",115,Banco Itaú Empresas: Ideal para MEI e conta PJ,1814,"4,36",2817,5855,1674,28.6%,improve 3
2020-05-12,FINANCE,863278,3109,2298,,4377,,,,63533,10205,3684,1655,6995,86072,"4,413",122,Banco Itaú Empresas: Ideal para MEI e conta PJ,1738,"4,43",2733,5803,1614,27.8%,improve 3
2020-05-13,FINANCE,862953,2777,2131,,4541,,,,63584,10225,3674,1645,6985,86113,"4,414",119,Banco Itaú Empresas: Ideal para MEI e conta PJ,1670,"4,51",3598,5408,1543,28.5%,improve 3
2020-05-14,FINANCE,864578,2791,2069,,4991,,,,63609,10224,3674,1625,7014,86146,"4,414",117,Banco Itaú Empresas: Ideal para MEI e conta PJ,1595,"4,65",3365,5242,1470,28.0%,improve 3
2020-05-15,FINANCE,863354,3197,2236,,4834,,,,63650,10214,3674,1614,7025,86177,"4,414",114,Banco Itaú Empresas: Ideal para MEI e conta PJ,1652,"4,4",3896,5159,1515,29.4%,improve 3
2020-05-16,FINANCE,862599,1283,776,,3360,,,,63768,10204,3653,1594,6984,86203,"4,417",113,Banco Itaú Empresas: Ideal para MEI e conta PJ,794,"4,24",3145,3065,726,23.7%,improve 3
2020-05-17,FINANCE,861825,820,503,,2361,,,,63760,10221,3642,1594,7002,86219,"4,417",116,Banco Itaú Empresas: Ideal para MEI e conta PJ,578,"4,2",2587,2384,532,22.3%,improve 3
2020-05-18,FINANCE,861499,3289,2297,,4799,,,,63788,10150,3642,1604,7042,86226,"4,415",118,Banco Itaú Empresas: Ideal para MEI e conta PJ,1618,"4,28",4034,5236,1485,28.4%,improve 3
2020-05-19,FINANCE,861576,6218,2451,,6405,,,,63834,10124,3643,1604,7055,86260,"4,415",126,Banco Itaú Empresas: Ideal para MEI e conta PJ,1731,"4,32",4924,5560,1573,28.3%,improve 3
2020-05-20,FINANCE,862455,5065,2373,,5927,,,,63830,10147,3644,1625,7067,86313,"4,414",125,Banco Itaú Empresas: Ideal para MEI e conta PJ,1763,"4,24",3709,5573,1657,29.7%,improve 3
2020-05-21,FINANCE,862879,2870,2167,,4633,,,,63792,10145,3664,1635,7107,86343,"4,412",125,Banco Itaú Empresas: Ideal para MEI e conta PJ,1598,"4,41",3258,5309,1477,27.8%,improve 3
2020-05-22,FINANCE,862019,3303,2173,,4360,,,,63848,10143,3643,1635,7105,86374,"4,412",120,Banco Itaú Empresas: Ideal para MEI e conta PJ,1486,"4,59",3926,4831,1365,28.3%,improve 3
2020-05-23,FINANCE,861976,1512,792,,4019,,,,63852,10154,3623,1645,7136,86410,"4,411",127,Banco Itaú Empresas: Ideal para MEI e conta PJ,828,"4,3",3138,3487,766,22.0%,improve 3
2020-05-24,FINANCE,861278,784,482,,2837,,,,63843,10191,3622,1634,7134,86424,"4,411",121,Banco Itaú Empresas: Ideal para MEI e conta PJ,618,"4,5",2670,2559,556,21.7%,improve 3
2020-05-25,FINANCE,861601,2979,2200,,4297,,,,63865,10191,3632,1624,7124,86436,"4,412",119,Banco Itaú Empresas: Ideal para MEI e conta PJ,1480,"4,64",2911,4568,1351,29.6%,improve 3
2020-05-26,FINANCE,861468,2785,2218,,4497,,,,63834,10233,3623,1624,7155,86469,"4,41",129,Banco Itaú Empresas: Ideal para MEI e conta PJ,1550,"4,9",3572,4746,1436,30.3%,improve 3
2020-05-27,FINANCE,862142,2780,2062,,5934,,,,63912,10192,3612,1614,7165,86495,"4,411",125,Banco Itaú Empresas: Ideal para MEI e conta PJ,1503,"4,38",3962,4718,1387,29.4%,improve 3
2020-05-28,FINANCE,863236,2712,2190,,5029,,,,63940,10194,3613,1614,7166,86527,"4,411",123,Banco Itaú Empresas: Ideal para MEI e conta PJ,1672,"4,59",2950,4888,1544,31.6%,improve 3
2020-05-29,FINANCE,863643,2999,1964,,4281,,,,64005,10132,3633,1614,7165,86549,"4,412",123,Banco Itaú Empresas: Ideal para MEI e conta PJ,1504,"4,82",2927,4821,1414,29.3%,improve 3
2020-05-30,FINANCE,862766,1304,814,,2604,,,,64036,10125,3644,1625,7157,86587,"4,412",119,Banco Itaú Empresas: Ideal para MEI e conta PJ,825,"4,64",2750,3159,754,23.9%,improve 3
2020-05-31,FINANCE,862141,844,445,,1987,,,,,,,,,,,115,Banco Itaú Empresas: Ideal para MEI e conta PJ,638,"4,53",2165,2643,573,21.7%,improve 3
2020-06-01,FINANCE,862560,3091,2135,,4311,,,,,,,,,,,120,Banco Itaú Empresas: Ideal para MEI e conta PJ,1600,"4,6",2823,5345,1493,27.9%,improve 3
2020-06-02,FINANCE,863149,2890,2677,,4623,,,,64191,10081,3622,1614,7124,86632,"4,415",122,Banco Itaú Empresas: Ideal para MEI e conta PJ,1858,"4,33",2845,5891,1749,29.7%,improve 3
2020-06-03,FINANCE,863670,2978,3018,,4838,,,,64223,10081,3622,1614,7124,86664,"4,415",120,Banco Itaú Empresas: Ideal para MEI e conta PJ,1736,"4,88",3301,5516,1623,29.4%,improve 3
2020-06-04,FINANCE,863431,2918,3834,,5282,,,,64239,10070,3622,1604,7154,86689,"4,415",115,Banco Itaú Empresas: Ideal para MEI e conta PJ,1730,"4,21",4326,5759,1625,28.2%,improve 3
2020-06-05,FINANCE,863757,3565,3248,,6101,,,,64268,10060,3622,1604,7154,86708,"4,415",113,Banco Itaú Empresas: Ideal para MEI e conta PJ,1849,"4,22",4569,6338,1738,27.4%,improve 3
2020-06-06,FINANCE,863330,1367,1083,,3689,,,,64275,10051,3622,1604,7185,86737,"4,414",112,Banco Itaú Empresas: Ideal para MEI e conta PJ,942,"4,31",3037,3769,863,22.9%,improve 3
2020-06-07,FINANCE,862404,830,687,,2419,,,,64264,10039,3622,1604,7224,86753,"4,412",108,Banco Itaú Empresas: Ideal para MEI e conta PJ,714,"4,45",2448,2677,635,23.7%,improve 3
2020-06-08,FINANCE,862299,3540,3052,,5226,,,,64262,10039,3622,1604,7234,86761,"4,412",111,Banco Itaú Empresas: Ideal para MEI e conta PJ,1696,"4,58",4106,5245,1566,29.9%,improve 3
2020-06-09,FINANCE,863581,3254,2817,,6440,,,,64292,10042,3623,1604,7236,86797,"4,412",117,Banco Itaú Empresas: Ideal para MEI e conta PJ,1791,"4,2",3658,5665,1683,29.7%,improve 3
2020-06-10,FINANCE,864129,8892,3386,,5158,,,,64341,10071,3602,1594,7215,86823,"4,414",121,Banco Itaú Empresas: Ideal para MEI e conta PJ,1723,"4,54",3498,5417,1606,29.6%,improve 3
2020-06-11,FINANCE,863431,2102,1496,,3398,,,,64347,10061,3623,1624,7205,86860,"4,413",120,Banco Itaú Empresas: Ideal para MEI e conta PJ,1068,"4,56",2800,3897,977,25.1%,improve 3
2020-06-12,FINANCE,863435,3329,2745,,4325,,,,64388,10100,3612,1614,7174,86888,"4,415",120,Banco Itaú Empresas: Ideal para MEI e conta PJ,1446,"4,62",3166,4586,1336,29.1%,improve 3
2020-06-13,FINANCE,862845,1484,1148,,3173,,,,64429,10092,3623,1624,7155,86923,"4,415",116,Banco Itaú Empresas: Ideal para MEI e conta PJ,844,"4,46",2636,3245,763,23.5%,improve 3
2020-06-14,FINANCE,862078,940,721,,2228,,,,64454,10120,3622,1614,7123,86933,"4,417",120,Banco Itaú Empresas: Ideal para MEI e conta PJ,663,"4,41",2514,2735,626,22.9%,improve 3
2020-06-15,FINANCE,862547,3861,3428,,4945,,,,64447,10120,3622,1624,7133,86946,"4,416",121,Banco Itaú Empresas: Ideal para MEI e conta PJ,1806,"4,82",3153,5559,1700,30.6%,improve 3
2020-06-16,FINANCE,863207,3123,3011,,4682,,,,,,,,,,,132,Banco Itaú Empresas: Ideal para MEI e conta PJ,1826,"4,22",2685,5737,1680,29.3%,improve 3
2020-06-17,FINANCE,863114,3082,2700,,4769,,,,64513,10193,3582,1604,7125,87017,"4,418",133,Banco Itaú Empresas: Ideal para MEI e conta PJ,1814,"4,5",3621,5735,1702,29.7%,improve 3
2020-06-18,FINANCE,863392,2829,2614,,5698,,,,64541,10213,3552,1594,7155,87055,"4,417",130,Banco Itaú Empresas: Ideal para MEI e conta PJ,1815,"4,5",4174,5525,1683,30.5%,improve 3
2020-06-19,FINANCE,863711,2779,2683,,5397,,,,64616,10212,3542,1574,7144,87088,"4,419",127,Banco Itaú Empresas: Ideal para MEI e conta PJ,1865,"4,51",3631,6320,1767,28.0%,improve 3
2020-06-20,FINANCE,863154,1195,990,,4479,,,,64670,10193,3552,1584,7125,87124,"4,42",117,Banco Itaú Empresas: Ideal para MEI e conta PJ,1134,"4,15",3903,4859,1062,21.9%,improve 3
2020-06-21,FINANCE,863081,775,520,,3802,,,,64705,10212,3542,1574,7114,87147,"4,421",115,Banco Itaú Empresas: Ideal para MEI e conta PJ,757,"4,38",2922,3252,705,21.7%,improve 3
2020-06-22,FINANCE,864076,2869,2556,,6002,,,,64740,10211,3541,1553,7113,87158,"4,422",113,Banco Itaú Empresas: Ideal para MEI e conta PJ,2081,"4,61",3699,6796,1979,29.1%,improve 3
2020-06-23,FINANCE,865154,2559,2215,,6420,,,,64797,10172,3542,1554,7124,87189,"4,422",117,Banco Itaú Empresas: Ideal para MEI e conta PJ,2002,"4,62",3774,5814,1851,31.8%,improve 3
2020-06-24,FINANCE,865393,2161,1878,,6085,,,,64871,10162,3552,1554,7084,87223,"4,424",112,Banco Itaú Empresas: Ideal para MEI e conta PJ,1857,"4,48",4424,5305,1715,32.3%,improve 3
2020-06-25,FINANCE,865959,1716,1906,,7349,,,,64998,10101,3552,1564,7033,87248,"4,427",110,Banco Itaú Empresas: Ideal para MEI e conta PJ,1858,"4,04",5044,5478,1710,31.2%,improve 3
2020-06-26,FINANCE,867022,1209,1724,,6379,,,,65013,10120,3561,1564,7012,87270,"4,427",105,Banco Itaú Empresas: Ideal para MEI e conta PJ,1733,"4,76",3985,5469,1610,29.4%,improve 3
2020-06-27,FINANCE,867485,533,696,,3449,,,,64998,10150,3551,1543,7042,87284,"4,427",106,Banco Itaú Empresas: Ideal para MEI e conta PJ,945,"4,64",3181,3890,871,22.4%,improve 3
2020-06-28,FINANCE,866731,257,361,,2519,,,,65032,10150,3561,1543,7012,87298,"4,428",118,Banco Itaú Empresas: Ideal para MEI e conta PJ,728,"4,17",2467,3078,659,21.4%,improve 3
2020-06-29,FINANCE,865523,853,1917,,4923,,,,65057,10129,3561,1543,7022,87312,"4,428",109,Banco Itaú Empresas: Ideal para MEI e conta PJ,1870,"4,64",3676,6029,1767,29.3%,improve 3
2020-06-30,FINANCE,865944,909,4276,,4931,,,,65070,10142,3562,1544,7023,87341,"4,428",122,Banco Itaú Empresas: Ideal para MEI e conta PJ,2000,"4,57",3218,6796,1979,29.1%,improve 3
2020-07-01,FINANCE,866646,781,3336,,4761,,,,65159,10113,3562,1554,6994,87382,"4,429",118,Banco Itaú Empresas: Ideal para MEI e conta PJ,1966,"4,78",3090,6323,1804,28.5%,improve 3
2020-07-02,FINANCE,866793,646,2549,,4312,,,,65211,10143,3562,1534,6974,87424,"4,431",120,Banco Itaú Empresas: Ideal para MEI e conta PJ,1805,"4,66",3024,6180,1753,28.4%,improve 3
2020-07-03,FINANCE,867133,579,2406,,4507,,,,65302,10101,3582,1544,6922,87451,"4,433",121,Banco Itaú Empresas: Ideal para MEI e conta PJ,1851,"4,65",3020,6567,1770,27.0%,improve 3
2020-07-04,FINANCE,866185,286,832,,2588,,,,65335,10102,3572,1564,6912,87485,"4,433",121,Banco Itaú Empresas: Ideal para MEI e conta PJ,1020,"4,45",2692,4479,1012,22.6%,improve 3
2020-07-05,FINANCE,865416,168,630,,2243,,,,65398,10090,3582,1564,6871,87505,"4,435",118,Banco Itaú Empresas: Ideal para MEI e conta PJ,825,"4,93",2283,3519,780,22.2%,improve 3
2020-07-06,FINANCE,866229,759,2884,,5101,,,,65365,10129,3581,1563,6880,87518,"4,434",121,Banco Itaú Empresas: Ideal para MEI e conta PJ,2216,"4,48",3116,7710,2149,27.9%,improve 3
2020-07-07,FINANCE,867301,649,2592,,4945,,,,65473,10113,3562,1554,6863,87565,"4,436",129,Banco Itaú Empresas: Ideal para MEI e conta PJ,2256,"4,19",3027,7573,2196,29.0%,improve 3
2020-07-08,FINANCE,868375,598,2690,,6268,,,,65510,10080,3562,1564,6871,87587,"4,436",122,Banco Itaú Empresas: Ideal para MEI e conta PJ,3202,"4,68",3983,8671,3164,36.5%,improve 3
2020-07-09,FINANCE,877846,1171,12966,,17057,,,,65570,10053,3563,1564,6884,87634,"4,436",120,Banco Itaú Empresas: Ideal para MEI e conta PJ,9289,"4,57",5841,19793,9087,45.9%,improve 3
2020-07-10,FINANCE,882408,830,23450,,11645,,,,65784,10062,3559,1567,6886,87858,"4,437",85,Banco Itaú Empresas: Ideal para MEI e conta PJ,5765,"4,22",5341,11819,5617,47.5%,improve 3
2020-07-11,FINANCE,882009,277,1393,,3029,,,,65832,10105,3563,1574,6864,87938,"4,438",63,Banco Itaú Empresas: Ideal para MEI e conta PJ,1240,"4,84",2546,4240,1182,27.9%,improve 3
2020-07-12,FINANCE,881584,180,1442,,2875,,,,65831,10151,3531,1553,6902,87968,"4,437",52,Banco Itaú Empresas: Ideal para MEI e conta PJ,1306,"4,5",2483,4824,1273,26.4%,improve 3
2020-07-13,FINANCE,883399,753,18686,,6921,,,,65908,10110,3531,1553,6891,87993,"4,439",60,Banco Itaú Empresas: Ideal para MEI e conta PJ,3236,"4,12",3696,9069,3163,34.9%,improve 3
2020-07-14,FINANCE,884544,614,4069,,5744,,,,65973,10105,3513,1564,6905,88060,"4,438",63,Banco Itaú Empresas: Ideal para MEI e conta PJ,2502,"4,61",3275,7121,2401,33.7%,improve 3
2020-07-15,FINANCE,885097,751,3215,,5185,,,,65938,10091,3511,1604,6953,88097,"4,435",81,Banco Itaú Empresas: Ideal para MEI e conta PJ,2217,"4,63",3308,6602,2105,31.9%,improve 3
2020-07-16,FINANCE,885855,504,1933,,4518,,,,65968,10081,3532,1614,6943,88138,"4,435",82,Banco Itaú Empresas: Ideal para MEI e conta PJ,1899,"4,38",2962,5333,1809,33.9%,improve 3
2020-07-17,FINANCE,886191,505,1798,,4577,,,,65975,10112,3562,1604,6933,88186,"4,435",85,Banco Itaú Empresas: Ideal para MEI e conta PJ,1798,"4,66",3413,5326,1708,32.1%,improve 3
2020-07-18,FINANCE,885405,215,487,,2464,,,,65992,10151,3572,1594,6912,88221,"4,436",97,Banco Itaú Empresas: Ideal para MEI e conta PJ,799,"4,4",2514,2749,747,27.2%,improve 3
2020-07-19,FINANCE,884617,141,359,,2035,,,,66029,10118,3581,1594,6910,88232,"4,437",103,Banco Itaú Empresas: Ideal para MEI e conta PJ,704,"4,73",2306,2313,658,28.4%,improve 3
2020-07-20,FINANCE,886108,590,2743,,5013,,,,66022,10129,3581,1604,6910,88246,"4,436",116,Banco Itaú Empresas: Ideal para MEI e conta PJ,2055,"4,17",2702,5948,1882,31.6%,improve 3
2020-07-21,FINANCE,886868,419,1863,,4539,,,,66040,10163,3583,1594,6913,88293,"4,436",128,Banco Itaú Empresas: Ideal para MEI e conta PJ,1963,"4,93",2838,5605,1889,33.7%,improve 3
2020-07-22,FINANCE,887303,325,1913,,4430,,,,66059,10121,3572,1614,6963,88329,"4,434",126,Banco Itaú Empresas: Ideal para MEI e conta PJ,1994,"4,34",3026,5903,1920,32.5%,improve 3
2020-07-23,FINANCE,887418,337,1949,,4493,,,,66150,10120,3561,1614,6911,88356,"4,437",118,Banco Itaú Empresas: Ideal para MEI e conta PJ,2041,"4,51",3204,6146,1967,32.0%,improve 3
2020-07-24,FINANCE,887991,353,1668,,4321,,,,66196,10121,3551,1604,6922,88394,"4,437",114,Banco Itaú Empresas: Ideal para MEI e conta PJ,1739,"4,57",3089,5772,1703,29.5%,improve 3
2020-07-25,FINANCE,887702,150,556,,2511,,,,66230,10131,3582,1594,6902,88439,"4,438",115,Banco Itaú Empresas: Ideal para MEI e conta PJ,816,"4,74",2345,2594,644,24.8%,improve 3
2020-07-26,FINANCE,886800,124,370,,1941,,,,66243,10120,3582,1614,6911,88470,"4,437",110,Banco Itaú Empresas: Ideal para MEI e conta PJ,696,"4,88",2419,2594,644,24.8%,improve 3
2020-07-27,FINANCE,887143,407,1975,,4794,,,,66253,10149,3581,1614,6890,88487,"4,438",114,Banco Itaú Empresas: Ideal para MEI e conta PJ,1908,"4,53",3512,5752,1820,31.6%,improve 3
2020-07-28,FINANCE,887360,356,1869,,4620,,,,66297,10121,3592,1614,6892,88516,"4,438",126,Banco Itaú Empresas: Ideal para MEI e conta PJ,1962,"4,74",3154,5941,1855,31.2%,improve 3
2020-07-29,FINANCE,887406,338,1709,,4592,,,,66345,10100,3602,1614,6891,88552,"4,439",122,Banco Itaú Empresas: Ideal para MEI e conta PJ,1993,"4,58",3576,5948,1882,31.6%,improve 3
2020-07-30,FINANCE,887253,331,2189,,4756,,,,66383,10100,3612,1624,6861,88580,"4,44",118,Banco Itaú Empresas: Ideal para MEI e conta PJ,2142,"4,29",3739,6634,2071,31.2%,improve 3
2020-07-31,FINANCE,887401,339,2176,,4476,,,,66409,10099,3612,1624,6860,88604,"4,44",119,Banco Itaú Empresas: Ideal para MEI e conta PJ,1969,"4,45",3222,6479,1916,29.6%,improve 3
2020-08-01,FINANCE,886852,194,752,,2543,,,,66399,10119,3591,1644,6881,88634,"4,439",112,Banco Itaú Empresas: Ideal para MEI e conta PJ,913,"4,5",2305,3280,843,25.7%,improve 3
2020-08-02,FINANCE,886004,146,499,,1941,,,,66380,10130,3591,1644,6911,88656,"4,437",110,Banco Itaú Empresas: Ideal para MEI e conta PJ,773,"4,68",2167,3069,720,23.5%,improve 3
2020-08-03,FINANCE,887173,467,2320,,5337,,,,66400,10138,3581,1644,6910,88673,"4,438",114,Banco Itaú Empresas: Ideal para MEI e conta PJ,2505,"4,58",2895,8237,2420,29.4%,improve 3
2020-08-04,FINANCE,887917,317,2204,,5121,,,,66457,10132,3572,1645,6913,88719,"4,438",117,Banco Itaú Empresas: Ideal para MEI e conta PJ,2456,"4,36",3139,8531,2361,27.7%,improve 3
2020-01-01,FINANCE,1017471,53,52,,6178,,,,157567,34480,10965,4640,13020,220672,"4,445",47,Banco Itaú Light: conta corrente e conta poupança,2411,"4,62",7588,6417,2159,33.6%,improve 2
2020-01-02,FINANCE,1018656,144,126,,13511,,,,157643,34518,10991,4589,13005,220746,"4,446",48,Banco Itaú Light: conta corrente e conta poupança,5812,"4,5",10277,14673,5284,36.0%,improve 2
2020-01-03,FINANCE,1018913,176,123,,14627,,,,157757,34551,10989,4622,13024,220943,"4,446",48,Banco Itaú Light: conta corrente e conta poupança,6299,"4,4",12367,15155,5771,38.1%,improve 2
2020-01-04,FINANCE,1017491,130,178,,10367,,,,158055,34517,11001,4562,13036,221171,"4,447",47,Banco Itaú Light: conta corrente e conta poupança,4074,"4,42",10495,10147,3724,36.7%,improve 2
2020-01-05,FINANCE,1015946,94,133,,8102,,,,158173,34489,11005,4564,13071,221302,"4,447",46,Banco Itaú Light: conta corrente e conta poupança,3008,"4,62",8582,7744,2738,35.4%,improve 2
2020-01-06,FINANCE,1019225,226,137,,15533,,,,158241,34504,11009,4566,13077,221397,"4,447",59,Banco Itaú Light: conta corrente e conta poupança,6459,"4,56",10772,15592,5967,38.3%,improve 2
2020-01-07,FINANCE,1022816,232,200,,16341,,,,158408,34387,11131,4582,13147,221655,"4,445",48,Banco Itaú Light: conta corrente e conta poupança,7177,"4,51",11155,18144,6710,37.0%,improve 2
2020-01-08,FINANCE,1023614,205,144,,14434,,,,158719,34394,11167,4585,13093,221958,"4,446",44,Banco Itaú Light: conta corrente e conta poupança,6330,"4,47",11930,17575,5790,32.9%,improve 2
2020-01-09,FINANCE,1023633,163,135,,12942,,,,158859,34411,11223,4543,13158,222194,"4,446",42,Banco Itaú Light: conta corrente e conta poupança,5601,"4,5",11124,15499,5193,33.5%,improve 2
2020-01-10,FINANCE,1023620,130,103,,12442,,,,159036,34291,11260,4562,13275,222424,"4,444",38,Banco Itaú Light: conta corrente e conta poupança,5374,"4,51",11089,14751,4903,33.2%,improve 2
2020-01-11,FINANCE,1023544,93,74,,8497,,,,159181,34262,11387,4520,13261,222611,"4,445",39,Banco Itaú Light: conta corrente e conta poupança,3388,"4,62",9148,10118,3093,30.6%,improve 2
2020-01-12,FINANCE,1016795,53,112,,6876,,,,159309,34205,11418,4541,13283,222756,"4,444",39,Banco Itaú Light: conta corrente e conta poupança,2605,"4,39",10510,7977,2411,30.2%,improve 2
2020-01-13,FINANCE,1016807,141,111,,11300,,,,159469,34148,11412,4539,13286,222854,"4,445",43,Banco Itaú Light: conta corrente e conta poupança,4665,"4,53",10120,13818,4338,31.4%,improve 2
2020-01-14,FINANCE,1017752,133,109,,11348,,,,159549,34187,11429,4561,13314,223040,"4,444",47,Banco Itaú Light: conta corrente e conta poupança,4768,"4,51",9051,13344,4367,32.7%,improve 2
2020-01-15,FINANCE,1014987,163,110,,11210,,,,159697,34219,11439,4565,13326,223246,"4,444",46,Banco Itaú Light: conta corrente e conta poupança,4620,"4,49",12668,12838,4178,32.5%,improve 2
2020-01-16,FINANCE,1013220,110,84,,9631,,,,159879,34258,11452,4571,13341,223501,"4,444",50,Banco Itaú Light: conta corrente e conta poupança,4039,"4,57",9967,11307,3773,33.4%,improve 2
2020-01-17,FINANCE,1012591,128,85,,9744,,,,160026,34289,11463,4575,13353,223706,"4,444",200+,Banco Itaú Light: conta corrente e conta poupança,3925,"4,61",9109,10386,3610,34.8%,improve 2
2020-01-18,FINANCE,1011289,85,57,,7410,,,,160101,34309,11406,4590,13471,223877,"4,443",51,Banco Itaú Light: conta corrente e conta poupança,2774,"4,66",7660,7422,2525,34.0%,improve 2
2020-01-19,FINANCE,1009272,79,38,,6048,,,,160331,34222,11394,4559,13498,224004,"4,443",52,Banco Itaú Light: conta corrente e conta poupança,2213,"4,61",7063,6169,2006,32.5%,improve 2
