Data,Category,Ativos,ANR,Falhas,Views,Instalações,Visibility,Total Reviews,Rate,fiveStars,fourStars,threeStars,twoStars,oneStar,total,score,poisition,App,Aquisição de Usuários,Nota Média,Desinstalações,Visualizações,Instalações Unicas,Conversão,AIS
2020-04-14,TRAVEL_AND_LOCAL,757403,309,6219,,7004,,,,17999,4605,2357,1033,6290,32284,"3,836",12,Livelo: Passagem aérea e hospedagem por pontos,4648,"4,19",5568,35198,4386,12.5%,improve 3
2020-04-15,TRAVEL_AND_LOCAL,757902,283,6334,,6644,,,,17981,4605,2368,1033,6321,32308,"3,832",12,Livelo: Passagem aérea e hospedagem por pontos,4377,"3,68",5490,32417,4199,13.0%,improve 3
2020-04-16,TRAVEL_AND_LOCAL,758554,296,6710,,6743,,,,18061,4545,2358,1033,6341,32338,"3,833",9,Livelo: Passagem aérea e hospedagem por pontos,4502,"3,95",5483,34471,4284,12.4%,improve 3
2020-04-17,TRAVEL_AND_LOCAL,758785,295,5684,,6523,,,,18075,4548,2359,1034,6346,32362,"3,833",11,Livelo: Passagem aérea e hospedagem por pontos,4252,"3,91",5577,35223,4076,11.6%,improve 3
2020-04-18,TRAVEL_AND_LOCAL,759333,353,4576,,6309,,,,18147,4539,2339,1024,6347,32396,"3,837",11,Livelo: Passagem aérea e hospedagem por pontos,4515,"4,08",5390,34601,4347,12.6%,improve 3
2020-04-19,TRAVEL_AND_LOCAL,758605,273,5096,,5386,,,,18145,4523,2337,1063,6339,32407,"3,835",10,Livelo: Passagem aérea e hospedagem por pontos,3657,"3,79",5696,26583,3452,13.0%,improve 3
2020-04-20,TRAVEL_AND_LOCAL,758048,340,8254,,5569,,,,18164,4503,2337,1073,6349,32426,"3,835",12,Livelo: Passagem aérea e hospedagem por pontos,3349,"3,67",5801,24978,3151,12.6%,improve 3
2020-04-21,TRAVEL_AND_LOCAL,756856,323,5253,,6909,,,,18180,4507,2339,1074,6354,32454,"3,835",12,Livelo: Passagem aérea e hospedagem por pontos,3006,"3,79",7179,21089,2824,13.4%,improve 3
2020-04-22,TRAVEL_AND_LOCAL,758803,378,7102,,8949,,,,18242,4497,2329,1074,6345,32487,"3,838",10,Livelo: Passagem aérea e hospedagem por pontos,4371,"4,09",6001,34524,4218,12.2%,improve 3
2020-04-23,TRAVEL_AND_LOCAL,759675,319,5797,,7739,,,,18258,4496,2278,1063,6424,32519,"3,833",8,Livelo: Passagem aérea e hospedagem por pontos,4999,"4,43",6246,40388,4806,11.9%,improve 3
2020-04-24,TRAVEL_AND_LOCAL,759630,336,5596,,6842,,,,18320,4525,2237,1053,6411,32546,"3,838",11,Livelo: Passagem aérea e hospedagem por pontos,4394,"4,27",6088,32602,4178,12.8%,improve 3
2020-04-25,TRAVEL_AND_LOCAL,760038,312,5553,,6352,,,,18411,4504,2207,1053,6401,32576,"3,843",11,Livelo: Passagem aérea e hospedagem por pontos,4287,"3,66",5753,30813,4066,13.2%,improve 3
2020-04-26,TRAVEL_AND_LOCAL,760366,299,6755,,5389,,,,18468,4524,2197,1073,6340,32602,"3,85",8,Livelo: Passagem aérea e hospedagem por pontos,3630,"3,63",4932,25678,3454,13.5%,improve 3
2020-04-27,TRAVEL_AND_LOCAL,760946,292,5940,,6431,,,,18432,4525,2217,1083,6371,32628,"3,845",8,Livelo: Passagem aérea e hospedagem por pontos,4186,"3,26",5198,30424,4002,13.2%,improve 3
2020-04-28,TRAVEL_AND_LOCAL,761702,321,6573,,6195,,,,18480,4527,2228,1094,6334,32663,"3,849",10,Livelo: Passagem aérea e hospedagem por pontos,3998,"4,05",5078,28841,3771,13.1%,improve 3
2020-04-29,TRAVEL_AND_LOCAL,761990,329,8284,,6026,,,,18429,4587,2208,1074,6404,32702,"3,843",7,Livelo: Passagem aérea e hospedagem por pontos,3868,"3,65",5171,24852,3695,14.9%,improve 3
2020-04-30,TRAVEL_AND_LOCAL,764099,309,6029,,8974,,,,18554,4606,2127,1083,6372,32742,"3,852",12,Livelo: Passagem aérea e hospedagem por pontos,6800,"3,86",6343,46135,6646,14.4%,improve 3
2020-05-01,TRAVEL_AND_LOCAL,763829,306,6707,,5925,,,,18621,4587,2128,1084,6354,32774,"3,855",10,Livelo: Passagem aérea e hospedagem por pontos,4187,"3,56",5848,24899,3876,15.6%,improve 3
2020-05-02,TRAVEL_AND_LOCAL,763343,290,5780,,5181,,,,18606,4556,2157,1113,6372,32804,"3,851",10,Livelo: Passagem aérea e hospedagem por pontos,3542,"4,17",5302,17685,3370,19.1%,improve 3
2020-05-03,TRAVEL_AND_LOCAL,762379,248,4562,,4088,,,,18648,4554,2136,1133,6359,32830,"3,853",10,Livelo: Passagem aérea e hospedagem por pontos,2552,"4,13",4971,13166,2364,18.0%,improve 3
2020-05-04,TRAVEL_AND_LOCAL,762462,347,5239,,5483,,,,18753,4535,2117,1113,6341,32859,"3,86",17,Livelo: Passagem aérea e hospedagem por pontos,3317,"3,72",4865,32210,3128,9.7%,improve 3
2020-05-05,TRAVEL_AND_LOCAL,762749,317,6721,,5354,,,,18840,4514,2106,1113,6310,32883,"3,865",16,Livelo: Passagem aérea e hospedagem por pontos,3215,"3,86",4379,31532,3084,9.8%,improve 3
2020-05-06,TRAVEL_AND_LOCAL,763740,335,6752,,5796,,,,18859,4518,2108,1114,6316,32915,"3,865",12,Livelo: Passagem aérea e hospedagem por pontos,3629,"3,67",4405,25295,3452,13.6%,improve 3
2020-05-07,TRAVEL_AND_LOCAL,763584,313,5329,,5479,,,,18908,4518,2108,1124,6295,32953,"3,868",9,Livelo: Passagem aérea e hospedagem por pontos,3507,"4,33",4652,26476,3276,12.4%,improve 3
2020-05-08,TRAVEL_AND_LOCAL,763652,325,6243,,5610,,,,18879,4496,2097,1144,6363,32979,"3,861",11,Livelo: Passagem aérea e hospedagem por pontos,3332,"3,94",4848,22615,3189,14.1%,improve 3
2020-05-09,TRAVEL_AND_LOCAL,766676,278,6620,,9340,,,,18893,4545,2107,1123,6341,33009,"3,864",8,Livelo: Passagem aérea e hospedagem por pontos,6626,"3,67",5923,38447,6506,16.9%,improve 3
2020-05-10,TRAVEL_AND_LOCAL,766763,286,7094,,5831,,,,18937,4536,2067,1113,6382,33035,"3,864",7,Livelo: Passagem aérea e hospedagem por pontos,3714,"3,81",5221,14857,3329,22.4%,improve 3
2020-05-11,TRAVEL_AND_LOCAL,767459,279,7989,,6043,,,,18972,4494,2056,1103,6431,33056,"3,861",7,Livelo: Passagem aérea e hospedagem por pontos,3484,"3,81",4772,22634,3262,14.4%,improve 3
2020-05-12,TRAVEL_AND_LOCAL,767936,256,6150,,5274,,,,18998,4476,2057,1114,6443,33088,"3,86",6,Livelo: Passagem aérea e hospedagem por pontos,2928,"3,68",4247,16519,2715,16.4%,improve 3
2020-05-13,TRAVEL_AND_LOCAL,768554,256,7668,,5397,,,,18970,4474,2056,1143,6470,33113,"3,855",7,Livelo: Passagem aérea e hospedagem por pontos,2850,"3,62",4895,15749,2647,16.8%,improve 3
2020-05-14,TRAVEL_AND_LOCAL,768987,285,5434,,5451,,,,18987,4435,2037,1164,6523,33146,"3,851",7,Livelo: Passagem aérea e hospedagem por pontos,2590,"3,63",4521,15127,2388,15.8%,improve 3
2020-05-15,TRAVEL_AND_LOCAL,770324,282,5230,,5348,,,,19018,4426,2027,1154,6553,33178,"3,85",7,Livelo: Passagem aérea e hospedagem por pontos,2607,"3,57",5643,15044,2411,16.0%,improve 3
2020-05-16,TRAVEL_AND_LOCAL,771874,290,3658,,6761,,,,18997,4413,2026,1133,6619,33188,"3,845",4,Livelo: Passagem aérea e hospedagem por pontos,2794,"4,05",5424,16258,2596,16.0%,improve 3
2020-05-17,TRAVEL_AND_LOCAL,772269,290,3443,,4928,,,,18997,4403,2016,1123,6670,33209,"3,841",6,Livelo: Passagem aérea e hospedagem por pontos,2222,"3,36",4538,10483,2039,19.5%,improve 3
2020-05-18,TRAVEL_AND_LOCAL,772633,300,6207,,5429,,,,18984,4412,1995,1123,6709,33223,"3,838",7,Livelo: Passagem aérea e hospedagem por pontos,2718,"4,13",4722,15330,2542,16.6%,improve 3
2020-05-19,TRAVEL_AND_LOCAL,772940,283,4223,,4981,,,,18920,4444,2006,1113,6761,33244,"3,832",7,Livelo: Passagem aérea e hospedagem por pontos,2516,"3,5",4180,14343,2327,16.2%,improve 3
2020-05-20,TRAVEL_AND_LOCAL,773321,322,7269,,5195,,,,18974,4445,2006,1103,6742,33270,"3,836",9,Livelo: Passagem aérea e hospedagem por pontos,2794,"3,43",4270,16946,2569,15.2%,improve 3
2020-05-21,TRAVEL_AND_LOCAL,773169,306,5185,,5116,,,,18960,4456,1997,1094,6795,33302,"3,832",9,Livelo: Passagem aérea e hospedagem por pontos,2763,"3,31",4610,17055,2577,15.1%,improve 3
2020-05-22,TRAVEL_AND_LOCAL,773173,355,5933,,5387,,,,18957,4435,1976,1093,6864,33325,"3,826",10,Livelo: Passagem aérea e hospedagem por pontos,2664,"3,36",4682,16921,2471,14.6%,improve 3
2020-05-23,TRAVEL_AND_LOCAL,773694,247,3610,,5538,,,,18928,4415,1987,1093,6924,33347,"3,819",10,Livelo: Passagem aérea e hospedagem por pontos,2652,"3,37",4347,15497,2443,15.8%,improve 3
2020-05-24,TRAVEL_AND_LOCAL,773882,251,6032,,4703,,,,18960,4403,1956,1053,7002,33374,"3,817",6,Livelo: Passagem aérea e hospedagem por pontos,2598,"3,9",4419,13392,2374,17.7%,improve 3
2020-05-25,TRAVEL_AND_LOCAL,774453,258,5676,,5608,,,,18959,4373,1946,1053,7062,33393,"3,812",8,Livelo: Passagem aérea e hospedagem por pontos,3152,"3,41",4432,17033,2890,17.0%,improve 3
2020-05-26,TRAVEL_AND_LOCAL,775493,306,2880,,5545,,,,18989,4343,1956,1053,7072,33413,"3,812",8,Livelo: Passagem aérea e hospedagem por pontos,3175,"3,53",3931,18902,2962,15.7%,improve 3
2020-05-27,TRAVEL_AND_LOCAL,775967,285,5460,,5313,,,,18983,4324,1966,1063,7103,33439,"3,808",9,Livelo: Passagem aérea e hospedagem por pontos,3144,"3,33",4257,16675,2908,17.4%,improve 3
2020-05-28,TRAVEL_AND_LOCAL,776585,307,5775,,4658,,,,18978,4345,1967,1053,7125,33468,"3,807",10,Livelo: Passagem aérea e hospedagem por pontos,2631,"3,52",3731,14683,2469,16.8%,improve 3
2020-05-29,TRAVEL_AND_LOCAL,777246,333,5760,,4849,,,,19051,4306,1937,1033,7166,33493,"3,807",7,Livelo: Passagem aérea e hospedagem por pontos,2739,"3,5",3736,17794,2609,14.7%,improve 3
2020-05-30,TRAVEL_AND_LOCAL,776786,289,3827,,4068,,,,19030,4328,1948,1024,7190,33520,"3,805",10,Livelo: Passagem aérea e hospedagem por pontos,2296,"3,32",4091,11709,2090,17.8%,improve 3
2020-05-31,TRAVEL_AND_LOCAL,777065,247,3700,,4207,,,,,,,,,,,9,Livelo: Passagem aérea e hospedagem por pontos,2610,"2,96",3733,11940,2398,20.1%,improve 3
2020-06-01,TRAVEL_AND_LOCAL,778021,275,5562,,5474,,,,,,,,,,,9,Livelo: Passagem aérea e hospedagem por pontos,3294,"3,26",3976,19505,3029,15.5%,improve 3
2020-06-02,TRAVEL_AND_LOCAL,778445,333,6509,,5389,,,,19021,4253,1876,1053,7383,33586,"3,788",9,Livelo: Passagem aérea e hospedagem por pontos,2716,"3,36",5477,17150,2575,15.0%,improve 3
2020-06-03,TRAVEL_AND_LOCAL,780013,416,3138,,8064,,,,19024,4234,1856,1043,7455,33612,"3,783",6,Livelo: Passagem aérea e hospedagem por pontos,2636,"2,62",5755,15721,2371,15.1%,improve 3
2020-06-04,TRAVEL_AND_LOCAL,781341,333,3839,,6582,,,,18953,4264,1846,1053,7525,33641,"3,775",8,Livelo: Passagem aérea e hospedagem por pontos,2726,"3,07",4584,19308,2585,13.4%,improve 3
2020-06-05,TRAVEL_AND_LOCAL,781331,411,6855,,4965,,,,18876,4202,1855,1033,7693,33659,"3,759",7,Livelo: Passagem aérea e hospedagem por pontos,2509,"2,46",4342,18807,2332,12.4%,improve 3
2020-06-06,TRAVEL_AND_LOCAL,781513,337,9488,,5031,,,,18832,4181,1865,1062,7731,33671,"3,752",7,Livelo: Passagem aérea e hospedagem por pontos,2844,"1,11",4369,20249,2695,13.3%,improve 3
2020-06-07,TRAVEL_AND_LOCAL,781402,318,3100,,4011,,,,18795,4152,1865,1073,7803,33688,"3,744",7,Livelo: Passagem aérea e hospedagem por pontos,2254,"2,18",3814,13349,2074,15.5%,improve 3
2020-06-08,TRAVEL_AND_LOCAL,782226,393,2327,,6120,,,,18736,4132,1835,1083,7913,33699,"3,733",7,Livelo: Passagem aérea e hospedagem por pontos,3690,"2,83",4670,27919,3485,12.5%,improve 3
2020-06-09,TRAVEL_AND_LOCAL,783142,383,9355,,6326,,,,18696,4112,1835,1083,7984,33710,"3,725",7,Livelo: Passagem aérea e hospedagem por pontos,3705,"2,15",4648,26747,3510,13.1%,improve 3
2020-06-10,TRAVEL_AND_LOCAL,784301,378,6624,,6121,,,,18663,4111,1845,1073,8032,33724,"3,72",7,Livelo: Passagem aérea e hospedagem por pontos,3652,"1,96",4420,26076,3401,13.0%,improve 3
2020-06-11,TRAVEL_AND_LOCAL,784381,337,8447,,5643,,,,18616,4102,1845,1083,8094,33740,"3,713",8,Livelo: Passagem aérea e hospedagem por pontos,3041,"2,39",4781,21360,2890,13.5%,improve 3
2020-06-12,TRAVEL_AND_LOCAL,784548,388,8774,,6628,,,,18576,4082,1845,1103,8154,33760,"3,706",8,Livelo: Passagem aérea e hospedagem por pontos,3766,"2,05",5764,32490,3580,11.0%,improve 3
2020-06-13,TRAVEL_AND_LOCAL,784420,355,5499,,6918,,,,18483,4091,1855,1113,8233,33775,"3,695",8,Livelo: Passagem aérea e hospedagem por pontos,3229,"3,19",6139,21843,2974,13.6%,improve 3
2020-06-14,TRAVEL_AND_LOCAL,784745,325,4161,,6435,,,,18459,4083,1825,1123,8306,33796,"3,688",8,Livelo: Passagem aérea e hospedagem por pontos,3299,"2,28",5637,22863,3123,13.7%,improve 3
2020-06-15,TRAVEL_AND_LOCAL,784523,350,6678,,7255,,,,18445,4082,1825,1133,8325,33810,"3,686",10,Livelo: Passagem aérea e hospedagem por pontos,3851,"3,6",6807,25205,3595,14.3%,improve 3
2020-06-16,TRAVEL_AND_LOCAL,785710,390,11272,,8593,,,,,,,,,,,8,Livelo: Passagem aérea e hospedagem por pontos,3827,"3,93",6719,26448,3589,13.6%,improve 3
2020-06-17,TRAVEL_AND_LOCAL,787519,398,7230,,7465,,,,18439,4059,1838,1145,8431,33912,"3,676",12,Livelo: Passagem aérea e hospedagem por pontos,3549,"3,83",5085,23968,3383,14.1%,improve 3
2020-06-18,TRAVEL_AND_LOCAL,789027,379,8958,,7127,,,,18496,4097,1797,1184,8394,33968,"3,68",7,Livelo: Passagem aérea e hospedagem por pontos,4448,"3,86",5113,31608,4329,13.7%,improve 3
2020-06-19,TRAVEL_AND_LOCAL,789343,368,7831,,5508,,,,18629,4014,1806,1194,8371,34014,"3,686",7,Livelo: Passagem aérea e hospedagem por pontos,3310,"3,44",4584,20190,3086,15.3%,improve 3
2020-06-20,TRAVEL_AND_LOCAL,789899,367,4398,,5346,,,,18674,4023,1806,1194,8348,34045,"3,69",7,Livelo: Passagem aérea e hospedagem por pontos,3325,"3,54",4392,22538,3203,14.2%,improve 3
2020-06-21,TRAVEL_AND_LOCAL,790350,285,4075,,4911,,,,18632,4033,1775,1204,8428,34072,"3,682",7,Livelo: Passagem aérea e hospedagem por pontos,2959,"3,79",3924,19610,2763,14.1%,improve 3
2020-06-22,TRAVEL_AND_LOCAL,791008,369,6703,,5067,,,,18621,4033,1775,1193,8478,34100,"3,678",9,Livelo: Passagem aérea e hospedagem por pontos,2882,"3,49",3928,18465,2637,14.3%,improve 3
2020-06-23,TRAVEL_AND_LOCAL,790800,407,6804,,5488,,,,18682,3993,1816,1204,8438,34133,"3,682",9,Livelo: Passagem aérea e hospedagem por pontos,2884,"3,95",5139,18665,2702,14.5%,improve 3
2020-06-24,TRAVEL_AND_LOCAL,791348,375,7959,,6809,,,,18637,4044,1826,1204,8460,34171,"3,679",11,Livelo: Passagem aérea e hospedagem por pontos,2798,"4,08",5390,16302,2613,16.0%,improve 3
2020-06-25,TRAVEL_AND_LOCAL,793267,342,6785,,6457,,,,18705,4024,1826,1204,8449,34208,"3,682",10,Livelo: Passagem aérea e hospedagem por pontos,3220,"3,93",3987,17016,2956,17.4%,improve 3
2020-06-26,TRAVEL_AND_LOCAL,791582,395,5975,,4916,,,,18759,3994,1846,1204,8441,34244,"3,684",11,Livelo: Passagem aérea e hospedagem por pontos,2239,"3,89",5895,11586,2079,17.9%,improve 3
2020-06-27,TRAVEL_AND_LOCAL,792359,350,6425,,6024,,,,18765,3953,1866,1204,8489,34277,"3,68",9,Livelo: Passagem aérea e hospedagem por pontos,1835,"3,92",5485,7812,1658,21.2%,improve 3
2020-06-28,TRAVEL_AND_LOCAL,792140,363,2545,,4438,,,,18701,3963,1906,1203,8528,34301,"3,674",9,Livelo: Passagem aérea e hospedagem por pontos,1757,"3,62",4117,7379,1569,21.3%,improve 3
2020-06-29,TRAVEL_AND_LOCAL,790788,432,10010,,4693,,,,18668,4002,1916,1223,8516,34325,"3,672",10,Livelo: Passagem aérea e hospedagem por pontos,2185,"4,13",4536,10268,1975,19.2%,improve 3
2020-06-30,TRAVEL_AND_LOCAL,791126,352,8242,,4530,,,,18633,4043,1906,1224,8549,34355,"3,669",11,Livelo: Passagem aérea e hospedagem por pontos,2231,"3,59",3642,11150,2034,18.2%,improve 3
2020-07-01,TRAVEL_AND_LOCAL,791849,362,6915,,4723,,,,18631,4043,1936,1244,8528,34382,"3,669",10,Livelo: Passagem aérea e hospedagem por pontos,2542,"3,7",3555,19610,2763,14.1%,improve 3
2020-07-02,TRAVEL_AND_LOCAL,791941,368,6159,,4406,,,,18623,4043,1936,1264,8549,34415,"3,666",9,Livelo: Passagem aérea e hospedagem por pontos,2454,"3,78",3577,10919,2306,21.1%,improve 3
2020-07-03,TRAVEL_AND_LOCAL,792051,353,7359,,3770,,,,18592,4053,1956,1274,8568,34443,"3,663",8,Livelo: Passagem aérea e hospedagem por pontos,2019,"3,85",3275,10370,1945,18.8%,improve 3
2020-07-04,TRAVEL_AND_LOCAL,791291,341,8384,,3336,,,,18636,4082,1955,1293,8495,34461,"3,669",8,Livelo: Passagem aérea e hospedagem por pontos,1821,"3,61",3690,8730,1797,20.6%,improve 3
2020-07-05,TRAVEL_AND_LOCAL,791077,315,11196,,3267,,,,18671,4093,1946,1304,8477,34491,"3,672",8,Livelo: Passagem aérea e hospedagem por pontos,1862,"4,04",3159,7785,1780,22.9%,improve 3
2020-07-06,TRAVEL_AND_LOCAL,792066,433,6218,,5480,,,,18687,4072,1935,1314,8506,34514,"3,67",8,Livelo: Passagem aérea e hospedagem por pontos,3338,"3,41",3899,39555,3278,8.3%,improve 3
2020-07-07,TRAVEL_AND_LOCAL,793666,388,8722,,6282,,,,18720,4053,1946,1344,8477,34540,"3,672",12,Livelo: Passagem aérea e hospedagem por pontos,4138,"2,86",4030,26359,4041,15.3%,improve 3
2020-07-08,TRAVEL_AND_LOCAL,793575,355,5677,,5406,,,,18750,4023,1946,1344,8497,34560,"3,671",9,Livelo: Passagem aérea e hospedagem por pontos,3292,"3,44",4740,16328,3144,19.3%,improve 3
2020-07-09,TRAVEL_AND_LOCAL,794298,352,6888,,5693,,,,18751,4023,1916,1354,8537,34581,"3,668",8,Livelo: Passagem aérea e hospedagem por pontos,3472,"3,23",4301,20937,3378,16.1%,improve 3
2020-07-10,TRAVEL_AND_LOCAL,794634,364,15114,,5157,,,,18701,4043,1916,1384,8568,34612,"3,662",8,Livelo: Passagem aérea e hospedagem por pontos,3115,"3,52",4023,19363,3017,15.6%,improve 3
2020-07-11,TRAVEL_AND_LOCAL,795574,363,2849,,5055,,,,18681,3993,1896,1384,8688,34642,"3,652",8,Livelo: Passagem aérea e hospedagem por pontos,3279,"2,4",3847,18277,3147,17.2%,improve 3
2020-07-12,TRAVEL_AND_LOCAL,796086,309,3393,,4910,,,,18670,3982,1906,1404,8708,34670,"3,649",9,Livelo: Passagem aérea e hospedagem por pontos,3165,"3,44",3906,18465,3066,16.6%,improve 3
2020-07-13,TRAVEL_AND_LOCAL,796953,292,3150,,5726,,,,18598,3992,1885,1414,8807,34696,"3,639",10,Livelo: Passagem aérea e hospedagem por pontos,3552,"3,21",4114,21476,3447,16.1%,improve 3
2020-07-14,TRAVEL_AND_LOCAL,797766,341,8553,,5447,,,,18634,3931,1885,1424,8845,34719,"3,636",11,Livelo: Passagem aérea e hospedagem por pontos,3343,"3,84",3904,20889,3228,15.5%,improve 3
2020-07-15,TRAVEL_AND_LOCAL,798171,313,8794,,5134,,,,18580,3962,1916,1444,8849,34751,"3,633",10,Livelo: Passagem aérea e hospedagem por pontos,3191,"3,71",3968,20193,3080,15.3%,improve 3
2020-07-16,TRAVEL_AND_LOCAL,798955,336,3365,,5237,,,,18582,3961,1935,1434,8855,34767,"3,632",11,Livelo: Passagem aérea e hospedagem por pontos,3407,"3,58",4102,23239,3285,14.1%,improve 3
2020-07-17,TRAVEL_AND_LOCAL,799152,388,9775,,4903,,,,18608,4002,1926,1424,8827,34787,"3,636",10,Livelo: Passagem aérea e hospedagem por pontos,3065,"3,82",3930,20448,2977,14.6%,improve 3
2020-07-18,TRAVEL_AND_LOCAL,799106,337,6203,,4258,,,,18636,4012,1925,1434,8796,34803,"3,639",10,Livelo: Passagem aérea e hospedagem por pontos,2700,"3,11",3901,19433,2638,13.6%,improve 3
2020-07-19,TRAVEL_AND_LOCAL,799002,262,2787,,4265,,,,18646,3992,1935,1454,8796,34823,"3,639",13,Livelo: Passagem aérea e hospedagem por pontos,2786,"3,74",3945,19229,2696,14.0%,improve 3
2020-07-20,TRAVEL_AND_LOCAL,799571,328,7111,,5039,,,,18638,3952,1976,1454,8827,34847,"3,635",13,Livelo: Passagem aérea e hospedagem por pontos,3114,"3,35",3691,22229,3010,13.5%,improve 3
2020-07-21,TRAVEL_AND_LOCAL,800134,329,8083,,5145,,,,18677,3972,1976,1444,8796,34865,"3,639",16,Livelo: Passagem aérea e hospedagem por pontos,3232,"3,33",3857,22467,3077,13.7%,improve 3
2020-07-22,TRAVEL_AND_LOCAL,800400,311,6133,,4666,,,,18661,3983,1986,1454,8809,34893,"3,637",14,Livelo: Passagem aérea e hospedagem por pontos,2797,"3,3",3843,20142,2711,13.5%,improve 3
2020-07-23,TRAVEL_AND_LOCAL,799948,397,7973,,4678,,,,18624,3981,2005,1444,8855,34909,"3,632",14,Livelo: Passagem aérea e hospedagem por pontos,2747,"3,19",4017,18166,2680,14.8%,improve 3
2020-07-24,TRAVEL_AND_LOCAL,799387,321,3869,,3943,,,,18657,3974,1997,1445,8871,34944,"3,632",14,Livelo: Passagem aérea e hospedagem por pontos,2346,"3,56",3646,14764,2260,15.3%,improve 3
2020-07-25,TRAVEL_AND_LOCAL,799183,361,8422,,3877,,,,18646,3962,1986,1464,8907,34965,"3,629",13,Livelo: Passagem aérea e hospedagem por pontos,2431,"3,58",3448,17211,2345,13.6%,improve 3
2020-07-26,TRAVEL_AND_LOCAL,797610,301,2535,,3633,,,,18661,3963,1996,1454,8919,34993,"3,628",13,Livelo: Passagem aérea e hospedagem por pontos,2244,"4,25",3747,15313,2156,14.1%,improve 3
2020-07-27,TRAVEL_AND_LOCAL,796163,321,6220,,4818,,,,18615,3981,1985,1464,8966,35011,"3,623",17,Livelo: Passagem aérea e hospedagem por pontos,2910,"3,5",4308,19287,2829,14.7%,improve 3
2020-07-28,TRAVEL_AND_LOCAL,795724,299,3659,,5121,,,,18615,4001,1975,1464,8976,35031,"3,623",19,Livelo: Passagem aérea e hospedagem por pontos,3085,"2,82",4088,21110,2978,14.1%,improve 3
2020-07-29,TRAVEL_AND_LOCAL,794653,331,8400,,4550,,,,18589,4002,2006,1474,8988,35059,"3,62",21,Livelo: Passagem aérea e hospedagem por pontos,2487,"3,13",4358,11060,2373,21.5%,improve 3
2020-07-30,TRAVEL_AND_LOCAL,793026,419,23694,,4072,,,,18503,3963,2026,1515,9081,35088,"3,607",16,Livelo: Passagem aérea e hospedagem por pontos,2127,"3,26",4393,9321,2056,22.1%,improve 3
2020-07-31,TRAVEL_AND_LOCAL,792251,368,6347,,3725,,,,18456,3962,2036,1514,9137,35105,"3,601",16,Livelo: Passagem aérea e hospedagem por pontos,1918,"3,71",3530,9021,1836,20.4%,improve 3
2020-08-01,TRAVEL_AND_LOCAL,791855,290,5920,,3085,,,,18433,3951,2035,1534,9166,35119,"3,597",15,Livelo: Passagem aérea e hospedagem por pontos,1543,"3,41",3032,6913,1484,21.5%,improve 3
2020-08-02,TRAVEL_AND_LOCAL,791232,290,2625,,2767,,,,18456,3942,2036,1524,9178,35136,"3,597",15,Livelo: Passagem aérea e hospedagem por pontos,1496,"3,73",3041,6523,1426,21.9%,improve 3
2020-08-03,TRAVEL_AND_LOCAL,791266,294,7522,,3947,,,,18473,3931,2045,1524,9176,35149,"3,597",16,Livelo: Passagem aérea e hospedagem por pontos,2114,"3,26",3127,11256,2053,18.2%,improve 3
2020-08-04,TRAVEL_AND_LOCAL,791562,309,3124,,4214,,,,18478,3912,2036,1534,9209,35169,"3,595",17,Livelo: Passagem aérea e hospedagem por pontos,2306,"3,55",2993,11820,2227,18.8%,improve 3
2020-01-01,SHOPPING,311335,-,3,,2411,,,,,,,,,,,200+,"Marisa - Roupas, Lingeries, Sapatos e Acessórios",1435,3,2659,2517,1300,51.6%,improve 2
2020-01-02,SHOPPING,312531,-,6,,6095,,,,,,,,,,,200+,"Marisa - Roupas, Lingeries, Sapatos e Acessórios",3493,3,4332,5754,3196,55.5%,improve 2
2020-01-03,SHOPPING,313357,-,14,,5924,,,,,,,,,,,200+,"Marisa - Roupas, Lingeries, Sapatos e Acessórios",3397,"1,25",4691,5684,3140,55.2%,improve 2
2020-01-04,SHOPPING,313723,-,8,,4602,,,,,,,,,,,200+,"Marisa - Roupas, Lingeries, Sapatos e Acessórios",2685,"1,8",3913,4510,2472,54.8%,improve 2
2020-01-05,SHOPPING,313947,1,2,,3885,,,,,,,,,,,200+,"Marisa - Roupas, Lingeries, Sapatos e Acessórios",2327,"2,5",3296,4020,2175,54.1%,improve 2
2020-01-06,SHOPPING,315235,2,6,,5600,,,,,,,,,,,200+,"Marisa - Roupas, Lingeries, Sapatos e Acessórios",3159,2,3923,5163,2933,56.8%,improve 2
2020-01-07,SHOPPING,316898,-,39,,6251,,,,,,,,,,,200+,"Marisa - Roupas, Lingeries, Sapatos e Acessórios",3405,2,4089,5481,3181,58.0%,improve 2
2020-01-08,SHOPPING,317903,-,5,,5900,,,,,,,,,,,200+,"Marisa - Roupas, Lingeries, Sapatos e Acessórios",3362,"1,67",4435,5412,3094,57.2%,improve 2
2020-01-09,SHOPPING,319073,2,11,,6097,,,,,,,,,,,200+,"Marisa - Roupas, Lingeries, Sapatos e Acessórios",3634,"2,33",4442,5745,3359,58.5%,improve 2
2020-01-10,SHOPPING,320093,1,13,,6240,,,,,,,,,,,200+,"Marisa - Roupas, Lingeries, Sapatos e Acessórios",3645,"2,82",4742,5942,3412,57.4%,improve 2
2020-01-11,SHOPPING,320963,-,9,,4101,,,,,,,,,,,200+,"Marisa - Roupas, Lingeries, Sapatos e Acessórios",2467,"2,4",3784,4101,2305,56.2%,improve 2
2020-01-12,SHOPPING,319232,-,4,,3405,,,,,,,,,,,200+,"Marisa - Roupas, Lingeries, Sapatos e Acessórios",2014,2,3994,3509,1853,52.8%,improve 2
