Data,Category,Ativos,ANR,Falhas,Views,Instalações,Visibility,Total Reviews,Rate,fiveStars,fourStars,threeStars,twoStars,oneStar,total,score,poisition,App,Aquisição de Usuários,Nota Média,Desinstalações,Visualizações,Instalações Unicas,Conversão
2020-03-11,HEALTH_AND_FITNESS,36,-,-,,1,,,,,,,,,,,200+,"Positiv Meditação: meditar, mindfulness e calma",1,-,5,0,0,0.0%
2020-03-12,HEALTH_AND_FITNESS,37,-,-,,4,,,,,,,,,,,200+,"Positiv Meditação: meditar, mindfulness e calma",4,-,1,0,0,0.0%
2020-03-13,HEALTH_AND_FITNESS,43,-,-,,7,,,,,,,,,,,200+,"Positiv Meditação: meditar, mindfulness e calma",7,-,2,0,0,0.0%
2020-03-14,HEALTH_AND_FITNESS,46,-,-,,3,,,,,,,,,,,200+,"Positiv Meditação: meditar, mindfulness e calma",3,-,-,0,0,0.0%
2020-03-15,HEALTH_AND_FITNESS,86,-,6,,44,,,,,,,,,,,200+,"Positiv Meditação: meditar, mindfulness e calma",44,-,4,52,38,73.1%
2020-03-16,HEALTH_AND_FITNESS,144,-,1,,62,,,,,,,,,,,200+,"Positiv Meditação: meditar, mindfulness e calma",62,-,6,56,46,82.1%
2020-03-17,HEALTH_AND_FITNESS,178,-,1,,34,,,,,,,,,,,200+,"Positiv Meditação: meditar, mindfulness e calma",34,-,5,0,0,0.0%
2020-03-18,HEALTH_AND_FITNESS,429,-,-,,341,,,,,,,,,,,200+,"Positiv Meditação: meditar, mindfulness e calma",341,5.00,90,419,313,74.7%
2020-03-19,HEALTH_AND_FITNESS,836,-,7,,520,,,,,,,,,,,200+,"Positiv Meditação: meditar, mindfulness e calma",520,-,115,583,468,80.3%
2020-03-20,HEALTH_AND_FITNESS,"1,104",-,6,,324,,,,,,,,,,,200+,"Positiv Meditação: meditar, mindfulness e calma",324,-,93,438,299,68.3%
2020-03-21,HEALTH_AND_FITNESS,"1,394",1,3,,392,,,,,,,,,,,200+,"Positiv Meditação: meditar, mindfulness e calma",392,-,117,606,372,61.4%
2020-03-22,HEALTH_AND_FITNESS,"1,893",-,8,,709,,,,,,,,,,,179,"Positiv Meditação: meditar, mindfulness e calma",709,-,234,969,681,70.3%
2020-03-23,HEALTH_AND_FITNESS,"2,111",-,8,,422,,,,,,,,,,,163,"Positiv Meditação: meditar, mindfulness e calma",422,5.00,212,589,364,61.8%
2020-03-24,HEALTH_AND_FITNESS,"2,279",-,-,,356,,,,,,,,,,,146,"Positiv Meditação: meditar, mindfulness e calma",356,5.00,212,499,335,67.1%
2020-03-25,HEALTH_AND_FITNESS,"2,427",1,1,,309,,,,,,,,,,,151,"Positiv Meditação: meditar, mindfulness e calma",309,5.00,164,436,276,63.3%
2020-03-26,HEALTH_AND_FITNESS,"2,581",1,-,,334,,,,,,,,,,,175,"Positiv Meditação: meditar, mindfulness e calma",334,-,183,468,300,64.1%
2020-03-27,HEALTH_AND_FITNESS,"2,713",-,1,,307,,,,,,,,,,,200+,"Positiv Meditação: meditar, mindfulness e calma",307,-,205,450,289,64.2%
2020-03-28,HEALTH_AND_FITNESS,"2,911",-,4,,392,,,,,,,,,,,200+,"Positiv Meditação: meditar, mindfulness e calma",392,4.50,192,527,361,68.5%
2020-03-29,HEALTH_AND_FITNESS,"3,138",3,3,,408,,,,,,,,,,,200+,"Positiv Meditação: meditar, mindfulness e calma",408,-,218,560,368,65.7%
2020-03-30,HEALTH_AND_FITNESS,"3,241",-,11,,324,,,,,,,,,,,200+,"Positiv Meditação: meditar, mindfulness e calma",324,-,226,432,269,62.3%
2020-03-31,HEALTH_AND_FITNESS,"3,408",2,3,,406,,,,9,1,0,0,0,10,"4,9",194,"Positiv Meditação: meditar, mindfulness e calma",406,5.00,229,588,357,60.7%
2020-04-01,HEALTH_AND_FITNESS,"3,628",-,5,,474,,,,9,1,0,0,0,10,"4,9",200+,"Positiv Meditação: meditar, mindfulness e calma",474,3.00,280,631,420,66.6%
2020-04-02,HEALTH_AND_FITNESS,"3,784",2,4,,365,,,,10,1,0,0,1,12,"4,583",200+,"Positiv Meditação: meditar, mindfulness e calma",365,2.00,222,544,326,59.9%
2020-04-03,HEALTH_AND_FITNESS,"4,005",-,2,,465,,,,10,1,0,1,1,13,"4,385",195,"Positiv Meditação: meditar, mindfulness e calma",465,-,239,665,422,63.5%
2020-04-04,HEALTH_AND_FITNESS,"4,168",2,1,,351,,,,10,1,0,1,1,13,"4,385",189,"Positiv Meditação: meditar, mindfulness e calma",351,-,185,546,332,60.8%
2020-04-05,HEALTH_AND_FITNESS,"4,414",-,1,,471,,,,10,1,0,1,1,13,"4,385",180,"Positiv Meditação: meditar, mindfulness e calma",471,-,253,702,447,63.7%
2020-04-06,HEALTH_AND_FITNESS,"4,635",1,4,,453,,,,10,1,0,1,1,13,"4,385",170,"Positiv Meditação: meditar, mindfulness e calma",453,5.00,251,610,400,65.6%
2020-04-07,HEALTH_AND_FITNESS,"4,801",1,6,,421,,,,12,1,0,1,1,15,"4,467",158,"Positiv Meditação: meditar, mindfulness e calma",421,-,288,619,387,62.5%
2020-04-08,HEALTH_AND_FITNESS,"4,863",2,4,,267,,,,12,1,0,1,1,15,"4,467",156,"Positiv Meditação: meditar, mindfulness e calma",267,-,210,419,247,58.9%
2020-04-09,HEALTH_AND_FITNESS,"5,012",-,4,,373,,,,12,1,0,1,1,15,"4,467",169,"Positiv Meditação: meditar, mindfulness e calma",373,-,220,590,353,59.8%
2020-04-10,HEALTH_AND_FITNESS,"5,172",1,5,,347,,,,12,1,0,1,1,15,"4,467",185,"Positiv Meditação: meditar, mindfulness e calma",347,5.00,205,520,315,60.6%
2020-04-11,HEALTH_AND_FITNESS,"5,283",-,-,,314,,,,13,1,0,1,1,16,"4,5",186,"Positiv Meditação: meditar, mindfulness e calma",314,-,225,501,292,58.3%
2020-04-12,HEALTH_AND_FITNESS,"5,401",-,2,,364,,,,13,1,0,1,1,16,"4,5",176,"Positiv Meditação: meditar, mindfulness e calma",364,5.00,209,574,316,55.1%
2020-04-13,HEALTH_AND_FITNESS,"5,616",-,6,,459,,,,13,1,0,1,1,16,"4,5",165,"Positiv Meditação: meditar, mindfulness e calma",459,4.00,273,690,422,61.2%
2020-04-14,HEALTH_AND_FITNESS,"5,737",-,5,,362,,,,14,2,0,1,1,18,"4,5",169,"Positiv Meditação: meditar, mindfulness e calma",362,5.00,254,541,322,59.5%
2020-04-15,HEALTH_AND_FITNESS,"5,915",1,2,,384,,,,16,2,0,1,1,20,"4,55",178,"Positiv Meditação: meditar, mindfulness e calma",384,2.00,224,552,345,62.5%
2020-04-16,HEALTH_AND_FITNESS,"5,979",-,4,,195,,,,16,2,0,2,1,21,"4,429",184,"Positiv Meditação: meditar, mindfulness e calma",195,4.00,164,282,172,61.0%
2020-04-17,HEALTH_AND_FITNESS,"5,952",1,1,,169,,,,17,2,1,2,1,23,"4,391",200+,"Positiv Meditação: meditar, mindfulness e calma",169,5.00,174,232,132,56.9%
2020-04-18,HEALTH_AND_FITNESS,"5,972",-,3,,155,,,,18,2,1,2,1,24,"4,417",200+,"Positiv Meditação: meditar, mindfulness e calma",155,-,147,297,149,50.2%
2020-04-19,HEALTH_AND_FITNESS,"6,004",-,2,,175,,,,18,2,1,2,1,24,"4,417",200+,"Positiv Meditação: meditar, mindfulness e calma",175,-,156,259,145,56.0%
2020-04-20,HEALTH_AND_FITNESS,"6,062",-,6,,228,,,,18,2,1,2,1,24,"4,417",200+,"Positiv Meditação: meditar, mindfulness e calma",228,-,188,361,207,57.3%
2020-04-21,HEALTH_AND_FITNESS,"6,141",-,3,,285,,,,18,2,1,2,1,24,"4,417",200+,"Positiv Meditação: meditar, mindfulness e calma",285,-,204,457,256,56.0%
2020-04-22,HEALTH_AND_FITNESS,"6,199",-,4,,250,,,,18,2,1,2,1,24,"4,417",200+,"Positiv Meditação: meditar, mindfulness e calma",250,-,205,405,220,54.3%
2020-04-23,HEALTH_AND_FITNESS,"6,297",-,2,,267,,,,18,2,1,2,1,24,"4,417",200+,"Positiv Meditação: meditar, mindfulness e calma",267,-,208,429,231,53.8%
2020-04-24,HEALTH_AND_FITNESS,"6,374",3,1,,290,,,,18,2,1,2,1,24,"4,417",200+,"Positiv Meditação: meditar, mindfulness e calma",290,-,231,453,254,56.1%
2020-04-25,HEALTH_AND_FITNESS,"6,461",-,2,,299,,,,18,2,1,2,1,24,"4,417",200+,"Positiv Meditação: meditar, mindfulness e calma",299,-,202,516,272,52.7%
2020-04-26,HEALTH_AND_FITNESS,"6,573",-,-,,321,,,,18,2,1,2,1,24,"4,417",200+,"Positiv Meditação: meditar, mindfulness e calma",321,-,231,552,302,54.7%
2020-04-27,HEALTH_AND_FITNESS,"6,678",-,4,,324,,,,18,2,1,2,1,24,"4,417",200+,"Positiv Meditação: meditar, mindfulness e calma",324,-,200,533,299,56.1%
2020-04-28,HEALTH_AND_FITNESS,"6,877",1,3,,457,,,,18,2,1,2,1,24,"4,417",200+,"Positiv Meditação: meditar, mindfulness e calma",457,5.00,285,967,430,44.5%
2020-04-29,HEALTH_AND_FITNESS,"7,012",1,7,,382,,,,19,2,1,2,1,25,"4,44",200+,"Positiv Meditação: meditar, mindfulness e calma",382,-,291,757,345,45.6%
2020-04-30,HEALTH_AND_FITNESS,"7,117",2,4,,391,,,,19,2,1,2,1,25,"4,44",200+,"Positiv Meditação: meditar, mindfulness e calma",391,-,262,745,360,48.3%
2020-05-01,HEALTH_AND_FITNESS,"7,340",-,7,,495,,,,19,2,1,2,1,25,"4,44",200+,"Positiv Meditação: meditar, mindfulness e calma",495,-,304,772,451,58.4%
2020-05-02,HEALTH_AND_FITNESS,"7,509",-,4,,490,,,,19,2,1,2,1,25,"4,44",200+,"Positiv Meditação: meditar, mindfulness e calma",490,5.00,346,832,431,51.8%
2020-05-03,HEALTH_AND_FITNESS,"8,018",2,6,,"1,076",,,,20,2,1,2,1,26,"4,462",200+,"Positiv Meditação: meditar, mindfulness e calma","1,076",3.00,544,2280,972,42.6%
2020-05-04,HEALTH_AND_FITNESS,"8,545",-,4,,"1,147",,,,21,2,1,2,2,28,"4,357",153,"Positiv Meditação: meditar, mindfulness e calma","1,147",-,665,2128,1022,48.0%
2020-05-05,HEALTH_AND_FITNESS,"8,979",2,16,,"1,073",,,,21,2,1,2,2,28,"4,357",115,"Positiv Meditação: meditar, mindfulness e calma","1,073",1.00,636,2590,977,37.7%
2020-05-06,HEALTH_AND_FITNESS,"9,757",-,14,,"1,586",,,,21,2,1,2,2,28,"4,357",104,"Positiv Meditação: meditar, mindfulness e calma","1,586",5.00,818,4874,1442,29.6%
2020-05-07,HEALTH_AND_FITNESS,"10,154",2,16,,"1,193",,,,22,2,1,2,3,30,"4,267",89,"Positiv Meditação: meditar, mindfulness e calma","1,193",3.00,813,3580,1086,30.3%
2020-05-08,HEALTH_AND_FITNESS,"10,368",5,8,,880,,,,22,2,2,2,3,31,"4,226",84,"Positiv Meditação: meditar, mindfulness e calma",880,1.00,727,2902,801,27.6%
2020-05-09,HEALTH_AND_FITNESS,"10,635",1,1,,898,,,,22,2,2,2,3,31,"4,226",79,"Positiv Meditação: meditar, mindfulness e calma",898,1.00,655,3017,815,27.0%
2020-05-10,HEALTH_AND_FITNESS,"10,956",4,8,,"1,063",,,,22,2,2,2,5,33,"4,03",80,"Positiv Meditação: meditar, mindfulness e calma","1,063",3.00,848,4085,966,23.6%
2020-05-11,HEALTH_AND_FITNESS,"11,413",6,15,,"1,387",,,,22,2,2,2,6,34,"3,941",84,"Positiv Meditação: meditar, mindfulness e calma","1,387",5.00,969,4711,1255,26.6%
2020-05-12,HEALTH_AND_FITNESS,"11,602",1,17,,952,,,,24,2,2,2,6,36,4,76,"Positiv Meditação: meditar, mindfulness e calma",952,5.00,829,3927,863,22.0%
2020-05-13,HEALTH_AND_FITNESS,"12,009",2,15,,"1,415",,,,25,2,2,2,7,38,"3,947",78,"Positiv Meditação: meditar, mindfulness e calma","1,415",1.00,"1,026",6252,1292,20.7%
2020-05-14,HEALTH_AND_FITNESS,"12,554",5,13,,"1,470",,,,25,2,2,2,8,39,"3,872",80,"Positiv Meditação: meditar, mindfulness e calma","1,470",5.00,"1,016",6697,1326,19.8%
2020-05-15,HEALTH_AND_FITNESS,"12,720",4,14,,"1,108",,,,26,2,2,2,9,41,"3,829",80,"Positiv Meditação: meditar, mindfulness e calma","1,108",4.00,916,4724,985,20.9%
2020-05-16,HEALTH_AND_FITNESS,"13,066",5,16,,"1,200",,,,27,2,2,2,9,42,"3,857",75,"Positiv Meditação: meditar, mindfulness e calma","1,200",-,905,4732,1071,22.6%
2020-05-17,HEALTH_AND_FITNESS,"13,51",1,23,,"1,482",,,,27,2,3,2,9,43,"3,837",76,"Positiv Meditação: meditar, mindfulness e calma","1,482",1.00,"1,068",6137,1343,21.9%
2020-05-18,HEALTH_AND_FITNESS,"13,881",3,29,,"1,514",,,,28,2,3,2,11,46,"3,739",75,"Positiv Meditação: meditar, mindfulness e calma","1,514",2.33,"1,171",6227,1372,22.0%
2020-05-19,HEALTH_AND_FITNESS,"13,681",6,22,,599,,,,29,2,3,2,12,48,"3,708",66,"Positiv Meditação: meditar, mindfulness e calma",599,-,811,2076,543,26.2%
2020-05-20,HEALTH_AND_FITNESS,"13,651",-,23,,696,,,,29,3,3,2,13,50,"3,66",69,"Positiv Meditação: meditar, mindfulness e calma",696,5.00,752,2356,626,26.6%
2020-05-21,HEALTH_AND_FITNESS,"13,555",4,20,,567,,,,30,3,3,2,13,51,"3,686",76,"Positiv Meditação: meditar, mindfulness e calma",567,-,684,2193,523,23.8%
2020-05-22,HEALTH_AND_FITNESS,"13,482",5,105,,564,,,,30,3,3,2,13,51,"3,686",112,"Positiv Meditação: meditar, mindfulness e calma",564,1.50,698,2240,511,22.8%
2020-05-23,HEALTH_AND_FITNESS,"13,554",1,177,,538,,,,32,3,3,3,14,55,"3,655",136,"Positiv Meditação: meditar, mindfulness e calma",538,5.00,595,2161,489,22.6%
2020-05-24,HEALTH_AND_FITNESS,"13,524",5,228,,528,,,,32,3,3,3,14,55,"3,655",133,"Positiv Meditação: meditar, mindfulness e calma",528,-,640,2230,485,21.7%
2020-05-25,HEALTH_AND_FITNESS,"13,343",4,254,,201,,,,32,3,3,3,14,55,"3,655",137,"Positiv Meditação: meditar, mindfulness e calma",201,2.00,480,840,185,22.0%
2020-05-26,HEALTH_AND_FITNESS,"13,396",6,223,,573,,,,32,3,3,3,15,56,"3,607",141,"Positiv Meditação: meditar, mindfulness e calma",573,5.00,547,2153,531,24.7%
2020-05-27,HEALTH_AND_FITNESS,"13,391",1,268,,511,,,,33,3,4,3,15,58,"3,621",164,"Positiv Meditação: meditar, mindfulness e calma",511,4.33,553,1972,462,23.4%
